timestamp,sum_view_count
1/1/22 0:00,1151750932
2/1/22 0:00,1117625466
3/1/22 0:00,1121542201
4/1/22 0:00,1348380520
5/1/22 0:00,1611878623
6/1/22 0:00,1671225883
7/1/22 0:00,2214525676
8/1/22 0:00,2554901519
9/1/22 0:00,2840048501
10/1/22 0:00,2875494452
11/1/22 0:00,3281537343
12/1/22 0:00,1677424442
