,wiki,cohort,new_eds,ret
7818,tawikisource,2019-02,6,0.0
7819,tawikisource,2019-03,1,1.0
7820,tawikisource,2019-04,5,1.0
7821,tawikisource,2019-06,10,0.3
7822,tawikisource,2019-07,4,0.25
7823,tawikisource,2019-08,4,0.75
7824,tawikisource,2019-09,1,0.0
7825,tawikisource,2019-11,64,0.28125
7826,tawikisource,2019-12,20,0.1
7827,tawikisource,2020-01,3,0.0
7828,tawiktionary,2018-01,6,0.0
7829,tawiktionary,2018-02,2,0.0
7830,tawiktionary,2018-03,5,0.0
7831,tawiktionary,2018-05,1,0.0
7832,tawiktionary,2018-06,12,0.0
7833,tawiktionary,2018-07,23,0.0
7834,tawiktionary,2018-08,3,0.0
7835,tawiktionary,2018-09,2,0.0
7836,tawiktionary,2018-10,3,0.3333333333333333
7837,tawiktionary,2018-11,5,0.0
7838,tawiktionary,2018-12,5,0.0
7839,tawiktionary,2019-01,12,0.0
7840,tawiktionary,2019-02,13,0.0
7841,tawiktionary,2019-03,9,0.0
7842,tawiktionary,2019-04,4,0.0
7843,tawiktionary,2019-05,8,0.0
7844,tawiktionary,2019-06,2,0.0
7845,tawiktionary,2019-07,3,0.0
7846,tawiktionary,2019-08,21,0.0
7847,tawiktionary,2019-09,3,0.0
7848,tawiktionary,2019-10,6,0.0
7849,tawiktionary,2019-11,2,0.5
7850,tawiktionary,2019-12,5,0.0
7851,tawiktionary,2020-01,5,0.0
7852,tcywiki,2018-04,1,0.0
7853,tcywiki,2018-08,2,0.0
7854,tcywiki,2018-09,2,0.0
7855,tcywiki,2018-10,43,0.0
7856,tcywiki,2018-11,1,1.0
7857,tcywiki,2018-12,1,0.0
7858,tcywiki,2019-01,2,0.5
7859,tcywiki,2019-06,1,0.0
7860,tcywiki,2019-08,2,0.0
7861,tcywiki,2019-09,8,0.125
7862,tcywiki,2019-10,1,0.0
7863,tcywiki,2019-11,6,0.0
7864,tcywiki,2019-12,1,0.0
7865,test2wiki,2018-01,2,0.5
7866,test2wiki,2018-02,5,0.0
7867,test2wiki,2018-03,1,0.0
7868,test2wiki,2018-04,3,0.0
7869,test2wiki,2018-05,6,0.0
7870,test2wiki,2018-09,1,0.0
7871,test2wiki,2018-10,1,0.0
7872,test2wiki,2018-11,3,0.0
7873,test2wiki,2018-12,2,0.0
7874,test2wiki,2019-02,1,0.0
7875,test2wiki,2019-09,1,0.0
7876,test2wiki,2019-10,2,0.0
7877,test2wiki,2019-11,1,0.0
7878,test2wiki,2019-12,2,0.0
7879,test2wiki,2020-01,4,0.0
7880,testwiki,2018-01,5,0.0
7881,testwiki,2018-02,3,0.0
7882,testwiki,2018-03,10,0.0
7883,testwiki,2018-04,1,0.0
7884,testwiki,2018-05,4,0.0
7885,testwiki,2018-06,6,0.0
7886,testwiki,2018-07,1,0.0
7887,testwiki,2018-08,12,0.0
7888,testwiki,2018-09,4,0.0
7889,testwiki,2018-10,2,0.0
7890,testwiki,2018-11,16,0.0
7891,testwiki,2018-12,4,0.0
7892,testwiki,2019-01,7,0.0
7893,testwiki,2019-02,10,0.1
7894,testwiki,2019-03,3,0.0
7895,testwiki,2019-04,12,0.0
7896,testwiki,2019-05,5,0.0
7897,testwiki,2019-06,7,0.0
7898,testwiki,2019-07,2,0.0
7899,testwiki,2019-08,2,0.0
7900,testwiki,2019-09,2,0.0
7901,testwiki,2019-11,3,0.0
7902,testwiki,2019-12,13,0.0
7903,testwiki,2020-01,7,0.0
7904,testwikidatawiki,2018-04,1,0.0
7905,testwikidatawiki,2018-05,3,0.0
7906,testwikidatawiki,2018-06,2,0.0
7907,testwikidatawiki,2018-07,1,0.0
7908,testwikidatawiki,2018-11,2,0.5
7909,testwikidatawiki,2018-12,2,0.0
7910,testwikidatawiki,2019-01,1,1.0
7911,testwikidatawiki,2019-02,1,1.0
7912,testwikidatawiki,2019-03,22,0.0
7913,testwikidatawiki,2019-04,1,0.0
7914,testwikidatawiki,2019-08,1,0.0
7915,testwikidatawiki,2019-09,1,0.0
7916,testwikidatawiki,2019-10,6,0.0
7917,testwikidatawiki,2019-11,3,0.0
7918,testwikidatawiki,2019-12,12,0.0
7919,testwikidatawiki,2020-01,10,0.0
7920,tetwiki,2018-02,1,0.0
7921,tetwiki,2018-04,2,0.0
7922,tetwiki,2018-06,6,0.0
7923,tetwiki,2018-07,6,0.0
7924,tetwiki,2018-08,1,0.0
7925,tetwiki,2018-09,6,0.0
7926,tetwiki,2018-10,41,0.0
7927,tetwiki,2019-02,1,0.0
7928,tetwiki,2019-04,2,0.0
7929,tetwiki,2019-05,2,0.0
7930,tetwiki,2019-08,1,0.0
7931,tewiki,2018-01,49,0.040816326530612235
7932,tewiki,2018-02,30,0.0
7933,tewiki,2018-03,33,0.0
7934,tewiki,2018-04,38,0.02631578947368421
7935,tewiki,2018-05,39,0.05128205128205128
7936,tewiki,2018-06,37,0.027027027027027032
7937,tewiki,2018-07,30,0.0
7938,tewiki,2018-08,42,0.047619047619047616
7939,tewiki,2018-09,37,0.027027027027027032
7940,tewiki,2018-10,40,0.0
7941,tewiki,2018-11,46,0.0
7942,tewiki,2018-12,40,0.0
7943,tewiki,2019-01,31,0.03225806451612903
7944,tewiki,2019-02,29,0.06896551724137931
7945,tewiki,2019-03,30,0.0
7946,tewiki,2019-04,28,0.0
7947,tewiki,2019-05,45,0.04444444444444445
7948,tewiki,2019-06,21,0.0
7949,tewiki,2019-07,44,0.045454545454545456
7950,tewiki,2019-08,43,0.02325581395348837
7951,tewiki,2019-09,31,0.03225806451612903
7952,tewiki,2019-10,24,0.0
7953,tewiki,2019-11,46,0.021739130434782608
7954,tewiki,2019-12,44,0.045454545454545456
7955,tewiki,2020-01,46,0.13043478260869565
7956,tewikibooks,2018-03,1,0.0
7957,tewikibooks,2018-10,1,0.0
7958,tewikibooks,2019-11,1,0.0
7959,tewikiquote,2018-05,1,0.0
7960,tewikiquote,2018-09,1,0.0
7961,tewikisource,2018-01,2,0.0
7962,tewikisource,2018-02,1,0.0
7963,tewikisource,2018-03,3,0.3333333333333333
7964,tewikisource,2018-04,1,0.0
7965,tewikisource,2018-05,2,0.0
7966,tewikisource,2018-06,1,0.0
7967,tewikisource,2018-07,4,0.25
7968,tewikisource,2018-08,1,0.0
7969,tewikisource,2018-10,2,0.0
7970,tewikisource,2018-11,1,0.0
7971,tewikisource,2018-12,2,0.0
7972,tewikisource,2019-01,3,0.3333333333333333
7973,tewikisource,2019-02,4,0.0
7974,tewikisource,2019-04,2,0.0
7975,tewikisource,2019-06,2,0.5
7976,tewikisource,2019-07,5,0.8
7977,tewikisource,2019-09,1,1.0
7978,tewikisource,2019-10,1,0.0
7979,tewikisource,2019-12,2,0.0
7980,tewikisource,2020-01,1,0.0
7981,tewiktionary,2018-01,1,0.0
7982,tewiktionary,2018-06,1,0.0
7983,tewiktionary,2018-07,1,0.0
7984,tewiktionary,2018-10,1,0.0
7985,tewiktionary,2018-11,2,0.0
7986,tewiktionary,2019-05,1,0.0
7987,tewiktionary,2019-06,2,0.0
7988,tewiktionary,2019-07,1,0.0
7989,tewiktionary,2019-08,2,0.0
7990,tewiktionary,2019-09,1,0.0
7991,tewiktionary,2019-10,2,0.0
7992,tewiktionary,2019-11,1,0.0
7993,tewiktionary,2019-12,1,0.0
7994,tewiktionary,2020-01,1,0.0
7995,tgwiki,2018-01,4,0.0
7996,tgwiki,2018-02,2,0.0
7997,tgwiki,2018-03,2,0.0
7998,tgwiki,2018-04,4,0.0
7999,tgwiki,2018-05,3,0.0
8000,tgwiki,2018-06,1,0.0
8001,tgwiki,2018-07,3,0.0
8002,tgwiki,2018-09,2,1.0
8003,tgwiki,2018-10,2,0.0
8004,tgwiki,2018-11,4,0.25
8005,tgwiki,2018-12,2,0.0
8006,tgwiki,2019-01,2,0.0
8007,tgwiki,2019-02,4,0.0
8008,tgwiki,2019-03,5,0.0
8009,tgwiki,2019-04,1,0.0
8010,tgwiki,2019-05,4,0.0
8011,tgwiki,2019-06,5,0.0
8012,tgwiki,2019-07,3,0.0
8013,tgwiki,2019-08,1,0.0
8014,tgwiki,2019-10,3,0.0
8015,tgwiki,2019-11,3,0.0
8016,tgwiki,2019-12,4,0.0
8017,tgwikibooks,2018-09,1,0.0
8018,tgwikibooks,2018-10,2,0.0
8019,tgwikibooks,2019-04,1,0.0
8020,tgwikibooks,2019-08,1,0.0
8021,tgwikibooks,2019-09,1,0.0
8022,tgwiktionary,2018-03,1,0.0
8023,tgwiktionary,2018-05,1,0.0
8024,tgwiktionary,2018-11,3,0.0
8025,tgwiktionary,2018-12,1,0.0
8026,tgwiktionary,2019-01,1,0.0
8027,tgwiktionary,2019-03,3,0.0
8028,tgwiktionary,2019-04,1,0.0
8029,tgwiktionary,2019-08,1,0.0
8030,thwiki,2018-01,394,0.06598984771573604
8031,thwiki,2018-02,430,0.08604651162790697
8032,thwiki,2018-03,410,0.08780487804878047
8033,thwiki,2018-04,394,0.08375634517766498
8034,thwiki,2018-05,429,0.07226107226107226
8035,thwiki,2018-06,386,0.06994818652849741
8036,thwiki,2018-07,448,0.07366071428571429
8037,thwiki,2018-08,466,0.05793991416309013
8038,thwiki,2018-09,452,0.057522123893805316
8039,thwiki,2018-10,524,0.07633587786259542
8040,thwiki,2018-11,540,0.06666666666666668
8041,thwiki,2018-12,511,0.0684931506849315
8042,thwiki,2019-01,497,0.07847082494969819
8043,thwiki,2019-02,474,0.06118143459915613
8044,thwiki,2019-03,526,0.07604562737642585
8045,thwiki,2019-04,474,0.06118143459915613
8046,thwiki,2019-05,494,0.08906882591093117
8047,thwiki,2019-06,507,0.07495069033530571
8048,thwiki,2019-07,430,0.08837209302325581
8049,thwiki,2019-08,416,0.05048076923076923
8050,thwiki,2019-09,450,0.06222222222222223
8051,thwiki,2019-10,335,0.08059701492537312
8052,thwiki,2019-11,337,0.04747774480712166
8053,thwiki,2019-12,351,0.07122507122507123
8054,thwiki,2020-01,299,0.07023411371237458
8055,thwikibooks,2018-02,2,0.0
8056,thwikibooks,2018-03,1,0.0
8057,thwikibooks,2018-04,2,0.5
8058,thwikibooks,2018-05,2,0.0
8059,thwikibooks,2018-06,1,0.0
8060,thwikibooks,2018-07,2,0.0
8061,thwikibooks,2018-08,4,0.0
8062,thwikibooks,2018-09,2,0.0
8063,thwikibooks,2018-10,2,0.0
8064,thwikibooks,2018-11,5,0.4
8065,thwikibooks,2018-12,2,0.0
8066,thwikibooks,2019-01,5,0.0
8067,thwikibooks,2019-02,2,0.0
8068,thwikibooks,2019-04,2,0.0
8069,thwikibooks,2019-05,1,0.0
8070,thwikibooks,2019-06,4,0.0
8071,thwikibooks,2019-07,1,0.0
8072,thwikibooks,2019-09,4,0.0
8073,thwikibooks,2019-11,3,0.0
8074,thwikibooks,2019-12,4,0.0
8075,thwikibooks,2020-01,5,0.0
8076,thwikiquote,2018-01,1,0.0
8077,thwikiquote,2018-02,1,0.0
8078,thwikiquote,2018-05,2,0.0
8079,thwikiquote,2018-06,1,0.0
8080,thwikiquote,2018-10,1,0.0
8081,thwikiquote,2018-12,1,0.0
8082,thwikiquote,2019-01,1,0.0
8083,thwikiquote,2019-02,1,0.0
8084,thwikiquote,2019-03,3,0.0
8085,thwikiquote,2019-05,2,0.0
8086,thwikiquote,2019-07,2,0.0
8087,thwikisource,2018-01,1,0.0
8088,thwikisource,2018-02,1,1.0
8089,thwikisource,2018-03,1,0.0
8090,thwikisource,2018-05,2,0.0
8091,thwikisource,2018-06,3,0.0
8092,thwikisource,2018-07,2,0.0
8093,thwikisource,2018-08,3,0.0
8094,thwikisource,2018-09,2,0.0
8095,thwikisource,2018-10,1,0.0
8096,thwikisource,2018-11,1,0.0
8097,thwikisource,2019-03,2,0.0
8098,thwikisource,2019-05,2,0.0
8099,thwikisource,2019-07,1,0.0
8100,thwikisource,2019-08,1,0.0
8101,thwikisource,2019-09,3,0.0
8102,thwikisource,2019-10,2,0.0
8103,thwikisource,2019-11,1,0.0
8104,thwikisource,2019-12,3,0.0
8105,thwiktionary,2018-01,2,0.0
8106,thwiktionary,2018-02,2,0.0
8107,thwiktionary,2018-03,1,0.0
8108,thwiktionary,2018-04,1,0.0
8109,thwiktionary,2018-05,3,0.0
8110,thwiktionary,2018-06,3,0.0
8111,thwiktionary,2018-07,2,0.0
8112,thwiktionary,2018-08,7,0.0
8113,thwiktionary,2018-09,7,0.14285714285714285
8114,thwiktionary,2018-10,3,0.0
8115,thwiktionary,2018-11,5,0.0
8116,thwiktionary,2018-12,1,0.0
8117,thwiktionary,2019-01,3,0.0
8118,thwiktionary,2019-02,4,0.0
8119,thwiktionary,2019-03,3,0.3333333333333333
8120,thwiktionary,2019-04,2,0.0
8121,thwiktionary,2019-05,3,0.0
8122,thwiktionary,2019-06,1,0.0
8123,thwiktionary,2019-07,4,0.0
8124,thwiktionary,2019-08,3,0.0
8125,thwiktionary,2019-09,5,0.0
8126,thwiktionary,2019-10,3,0.0
8127,thwiktionary,2019-11,4,0.0
8128,thwiktionary,2019-12,3,0.0
8129,thwiktionary,2020-01,3,0.0
8130,tiwiki,2018-08,1,0.0
8131,tiwiki,2019-02,1,0.0
8132,tiwiki,2019-05,1,0.0
8133,tiwiki,2019-08,1,0.0
8134,tiwiki,2019-10,1,1.0
8135,tiwiki,2019-11,1,0.0
8136,tiwiki,2020-01,1,0.0
8137,tiwiktionary,2018-06,1,0.0
8138,tiwiktionary,2019-12,4,0.0
8139,tkwiki,2018-01,1,0.0
8140,tkwiki,2018-02,3,0.3333333333333333
8141,tkwiki,2018-03,2,0.0
8142,tkwiki,2018-04,3,0.0
8143,tkwiki,2018-05,6,0.0
8144,tkwiki,2018-06,5,0.0
8145,tkwiki,2018-07,2,0.5
8146,tkwiki,2018-09,2,0.0
8147,tkwiki,2018-10,1,0.0
8148,tkwiki,2018-11,3,0.0
8149,tkwiki,2018-12,1,0.0
8150,tkwiki,2019-01,5,0.0
8151,tkwiki,2019-02,2,0.0
8152,tkwiki,2019-03,6,0.0
8153,tkwiki,2019-04,2,0.0
8154,tkwiki,2019-05,4,0.25
8155,tkwiki,2019-06,3,0.3333333333333333
8156,tkwiki,2019-07,2,0.0
8157,tkwiki,2019-08,2,0.0
8158,tkwiki,2019-09,4,0.0
8159,tkwiki,2019-10,3,0.0
8160,tkwiki,2019-11,6,0.0
8161,tkwiki,2019-12,4,0.25
8162,tkwiki,2020-01,1,0.0
8163,tkwiktionary,2018-01,1,0.0
8164,tkwiktionary,2019-05,1,0.0
8165,tkwiktionary,2019-07,1,0.0
8166,tlwiki,2018-01,14,0.07142857142857142
8167,tlwiki,2018-02,9,0.0
8168,tlwiki,2018-03,9,0.0
8169,tlwiki,2018-04,6,0.16666666666666666
8170,tlwiki,2018-05,5,0.0
8171,tlwiki,2018-06,20,0.05
8172,tlwiki,2018-07,24,0.0
8173,tlwiki,2018-08,20,0.0
8174,tlwiki,2018-09,13,0.0
8175,tlwiki,2018-10,8,0.0
8176,tlwiki,2018-11,9,0.0
8177,tlwiki,2018-12,10,0.1
8178,tlwiki,2019-01,9,0.1111111111111111
8179,tlwiki,2019-02,17,0.0
8180,tlwiki,2019-03,15,0.13333333333333333
8181,tlwiki,2019-04,8,0.0
8182,tlwiki,2019-05,9,0.0
8183,tlwiki,2019-06,11,0.09090909090909093
8184,tlwiki,2019-07,6,0.0
8185,tlwiki,2019-08,9,0.0
8186,tlwiki,2019-09,7,0.0
8187,tlwiki,2019-10,2,0.0
8188,tlwiki,2019-11,4,0.0
8189,tlwiki,2019-12,7,0.14285714285714285
8190,tlwiki,2020-01,9,0.0
8191,tlwikibooks,2018-01,6,0.0
8192,tlwikibooks,2018-02,8,0.0
8193,tlwikibooks,2018-03,1,0.0
8194,tlwikibooks,2018-05,1,0.0
8195,tlwikibooks,2018-07,1,0.0
8196,tlwikibooks,2018-09,3,0.0
8197,tlwikibooks,2018-10,2,0.0
8198,tlwikibooks,2019-01,6,0.0
8199,tlwikibooks,2019-02,9,0.1111111111111111
8200,tlwikibooks,2019-03,7,0.0
8201,tlwikibooks,2019-04,1,0.0
8202,tlwikibooks,2019-06,1,0.0
8203,tlwikibooks,2019-07,1,0.0
8204,tlwikibooks,2019-11,2,0.0
8205,tlwikibooks,2020-01,3,0.0
8206,tlwiktionary,2018-02,1,0.0
8207,tlwiktionary,2018-06,1,0.0
8208,tlwiktionary,2018-09,2,0.0
8209,tlwiktionary,2018-12,1,0.0
8210,tlwiktionary,2019-01,2,0.0
8211,tlwiktionary,2019-02,1,0.0
8212,tlwiktionary,2019-03,1,0.0
8213,tlwiktionary,2019-05,1,0.0
8214,tlwiktionary,2019-07,2,0.0
8215,tlwiktionary,2019-09,1,0.0
8216,tlwiktionary,2019-10,1,0.0
8217,tlwiktionary,2019-12,1,0.0
8218,tlwiktionary,2020-01,1,0.0
8219,tnwiki,2018-01,2,0.0
8220,tnwiki,2018-05,2,0.0
8221,tnwiki,2018-07,2,0.0
8222,tnwiki,2018-09,1,0.0
8223,tnwiki,2019-01,1,1.0
8224,tnwiki,2019-03,1,0.0
8225,tnwiki,2019-04,3,0.0
8226,tnwiki,2019-05,1,0.0
8227,tnwiki,2019-11,3,0.0
8228,towiki,2018-11,1,0.0
8229,tpiwiki,2019-02,1,0.0
8230,tpiwiki,2019-03,1,0.0
8231,tpiwiki,2019-04,1,0.0
8232,tpiwiki,2019-06,1,0.0
8233,tpiwiki,2019-07,1,0.0
8234,tpiwiktionary,2018-01,3,0.0
8235,tpiwiktionary,2018-04,1,0.0
8236,tpiwiktionary,2018-05,5,0.0
8237,tpiwiktionary,2018-06,1,0.0
8238,tpiwiktionary,2018-11,1,0.0
8239,tpiwiktionary,2018-12,11,0.0
8240,tpiwiktionary,2019-01,3,0.0
8241,tpiwiktionary,2019-02,2,0.0
8242,tpiwiktionary,2019-03,2,0.0
8243,tpiwiktionary,2019-04,1,0.0
8244,tpiwiktionary,2019-05,3,0.0
8245,tpiwiktionary,2019-06,10,0.0
8246,tpiwiktionary,2019-07,3,0.0
8247,tpiwiktionary,2019-08,1,0.0
8248,tpiwiktionary,2019-09,4,0.0
8249,tpiwiktionary,2020-01,1,0.0
8250,trwiki,2018-01,211,0.061611374407582936
8251,trwiki,2018-02,181,0.022099447513812157
8252,trwiki,2018-03,144,0.04166666666666666
8253,trwiki,2018-04,170,0.011764705882352941
8254,trwiki,2018-05,164,0.03658536585365853
8255,trwiki,2018-06,147,0.047619047619047616
8256,trwiki,2018-07,147,0.054421768707482984
8257,trwiki,2018-08,145,0.03448275862068965
8258,trwiki,2018-09,134,0.059701492537313425
8259,trwiki,2018-10,158,0.03164556962025317
8260,trwiki,2018-11,169,0.04733727810650888
8261,trwiki,2018-12,185,0.06486486486486487
8262,trwiki,2019-01,209,0.03349282296650718
8263,trwiki,2019-02,158,0.03164556962025317
8264,trwiki,2019-03,219,0.0593607305936073
8265,trwiki,2019-04,217,0.06451612903225806
8266,trwiki,2019-05,202,0.049504950495049514
8267,trwiki,2019-06,140,0.03571428571428571
8268,trwiki,2019-07,178,0.02247191011235955
8269,trwiki,2019-08,151,0.026490066225165563
8270,trwiki,2019-09,139,0.05755395683453238
8271,trwiki,2019-10,130,0.06923076923076922
8272,trwiki,2019-11,160,0.06875
8273,trwiki,2019-12,262,0.11450381679389313
8274,trwiki,2020-01,3651,0.07422623938646948
8275,trwikibooks,2018-01,3,0.0
8276,trwikibooks,2018-02,1,0.0
8277,trwikibooks,2018-03,1,0.0
8278,trwikibooks,2018-04,1,0.0
8279,trwikibooks,2018-05,3,0.0
8280,trwikibooks,2018-06,3,0.0
8281,trwikibooks,2018-07,3,0.0
8282,trwikibooks,2018-08,1,0.0
8283,trwikibooks,2018-09,3,0.0
8284,trwikibooks,2018-10,2,0.0
8285,trwikibooks,2018-11,3,0.0
8286,trwikibooks,2018-12,1,0.0
8287,trwikibooks,2019-01,2,0.0
8288,trwikibooks,2019-03,2,0.0
8289,trwikibooks,2019-04,3,0.0
8290,trwikibooks,2019-06,3,0.0
8291,trwikibooks,2019-07,2,0.0
8292,trwikibooks,2019-08,1,0.0
8293,trwikibooks,2019-10,2,0.0
8294,trwikibooks,2019-11,5,0.0
8295,trwikibooks,2019-12,2,0.0
8296,trwikibooks,2020-01,6,0.0
8297,trwikimedia,2018-03,1,0.0
8298,trwikimedia,2018-05,1,0.0
8299,trwikimedia,2018-06,1,0.0
8300,trwikimedia,2018-09,1,0.0
8301,trwikimedia,2018-10,1,0.0
8302,trwikimedia,2018-11,2,0.0
8303,trwikimedia,2018-12,1,0.0
8304,trwikimedia,2019-08,3,0.0
8305,trwikimedia,2019-09,2,0.0
8306,trwikimedia,2019-12,2,0.0
8307,trwikinews,2018-01,2,0.0
8308,trwikinews,2018-03,1,0.0
8309,trwikinews,2018-04,1,0.0
8310,trwikinews,2018-09,2,0.0
8311,trwikinews,2018-12,1,0.0
8312,trwikinews,2019-01,1,0.0
8313,trwikinews,2019-02,1,0.0
8314,trwikinews,2019-06,1,0.0
8315,trwikinews,2019-08,1,0.0
8316,trwikinews,2019-09,1,0.0
8317,trwikinews,2019-11,1,0.0
8318,trwikinews,2019-12,1,0.0
8319,trwikinews,2020-01,4,0.0
8320,trwikiquote,2018-01,10,0.0
8321,trwikiquote,2018-02,5,0.0
8322,trwikiquote,2018-03,9,0.0
8323,trwikiquote,2018-04,7,0.0
8324,trwikiquote,2018-05,7,0.0
8325,trwikiquote,2018-06,3,0.0
8326,trwikiquote,2018-07,4,0.0
8327,trwikiquote,2018-08,7,0.0
8328,trwikiquote,2018-09,2,0.0
8329,trwikiquote,2018-10,6,0.0
8330,trwikiquote,2018-11,7,0.2857142857142857
8331,trwikiquote,2018-12,1,0.0
8332,trwikiquote,2019-01,4,0.0
8333,trwikiquote,2019-02,5,0.0
8334,trwikiquote,2019-03,10,0.0
8335,trwikiquote,2019-04,11,0.0
8336,trwikiquote,2019-05,4,0.0
8337,trwikiquote,2019-06,6,0.0
8338,trwikiquote,2019-07,6,0.0
8339,trwikiquote,2019-08,4,0.0
8340,trwikiquote,2019-09,3,0.0
8341,trwikiquote,2019-10,1,1.0
8342,trwikiquote,2019-11,8,0.0
8343,trwikiquote,2019-12,7,0.0
8344,trwikiquote,2020-01,9,0.0
8345,trwikisource,2018-05,3,0.0
8346,trwikisource,2018-06,4,0.0
8347,trwikisource,2018-07,5,0.0
8348,trwikisource,2018-08,3,0.0
8349,trwikisource,2018-09,3,0.0
8350,trwikisource,2018-10,4,0.0
8351,trwikisource,2018-11,5,0.0
8352,trwikisource,2018-12,3,0.0
8353,trwikisource,2019-01,3,0.0
8354,trwikisource,2019-02,3,0.3333333333333333
8355,trwikisource,2019-03,4,0.0
8356,trwikisource,2019-04,5,0.0
8357,trwikisource,2019-05,2,0.0
8358,trwikisource,2019-06,2,0.0
8359,trwikisource,2019-07,1,0.0
8360,trwikisource,2019-09,6,0.0
8361,trwikisource,2019-10,2,0.0
8362,trwikisource,2019-11,2,0.0
8363,trwikisource,2019-12,1,0.0
8364,trwikisource,2020-01,1,0.0
8365,trwiktionary,2018-01,11,0.0
8366,trwiktionary,2018-02,9,0.0
8367,trwiktionary,2018-03,9,0.0
8368,trwiktionary,2018-04,9,0.0
8369,trwiktionary,2018-05,7,0.0
8370,trwiktionary,2018-06,3,0.0
8371,trwiktionary,2018-07,11,0.0
8372,trwiktionary,2018-08,6,0.0
8373,trwiktionary,2018-09,7,0.0
8374,trwiktionary,2018-10,21,0.0
8375,trwiktionary,2018-11,11,0.09090909090909093
8376,trwiktionary,2018-12,12,0.0
8377,trwiktionary,2019-01,9,0.1111111111111111
8378,trwiktionary,2019-02,13,0.07692307692307693
8379,trwiktionary,2019-03,15,0.06666666666666668
8380,trwiktionary,2019-04,7,0.0
8381,trwiktionary,2019-05,3,0.0
8382,trwiktionary,2019-06,4,0.0
8383,trwiktionary,2019-07,6,0.0
8384,trwiktionary,2019-08,5,0.0
8385,trwiktionary,2019-09,7,0.0
8386,trwiktionary,2019-10,12,0.0
8387,trwiktionary,2019-11,8,0.0
8388,trwiktionary,2019-12,12,0.0
8389,trwiktionary,2020-01,16,0.0
8390,tswiki,2018-05,1,0.0
8391,tswiki,2018-08,1,0.0
8392,tswiki,2018-09,1,0.0
8393,tswiki,2018-11,1,0.0
8394,tswiki,2019-01,1,0.0
8395,tswiki,2019-03,2,0.0
8396,tswiki,2019-04,2,0.0
8397,tswiki,2019-05,1,0.0
8398,tswiki,2019-07,2,0.0
8399,tswiki,2019-08,1,0.0
8400,tswiki,2019-11,1,0.0
8401,tswiktionary,2018-03,1,0.0
8402,tswiktionary,2018-08,2,0.0
8403,tswiktionary,2018-11,1,0.0
8404,tswiktionary,2019-10,37,0.0
8405,tswiktionary,2019-11,9,0.0
8406,tswiktionary,2019-12,14,0.0
8407,tswiktionary,2020-01,13,0.0
8408,ttwiki,2018-01,5,0.0
8409,ttwiki,2018-04,10,0.5
8410,ttwiki,2018-05,2,0.0
8411,ttwiki,2018-06,1,0.0
8412,ttwiki,2018-08,1,0.0
8413,ttwiki,2018-09,1,0.0
8414,ttwiki,2018-10,6,0.5
8415,ttwiki,2018-11,4,0.5
8416,ttwiki,2018-12,4,0.0
8417,ttwiki,2019-01,1,0.0
8418,ttwiki,2019-02,2,0.0
8419,ttwiki,2019-03,39,0.05128205128205128
8420,ttwiki,2019-04,149,0.06711409395973154
8421,ttwiki,2019-05,15,0.0
8422,ttwiki,2019-06,21,0.0
8423,ttwiki,2019-07,21,0.0
8424,ttwiki,2019-08,4,0.0
8425,ttwiki,2019-09,1,0.0
8426,ttwiki,2019-10,2,0.0
8427,ttwiki,2019-11,4,0.5
8428,ttwiki,2019-12,5,0.0
8429,ttwiki,2020-01,1,0.0
8430,ttwiktionary,2019-02,1,0.0
8431,ttwiktionary,2019-07,1,0.0
8432,tumwiki,2019-05,3,0.0
8433,tumwiki,2019-07,30,0.0
8434,tumwiki,2019-08,29,0.0
8435,tumwiki,2019-10,1,0.0
8436,twwiki,2018-04,1,0.0
8437,twwiki,2018-06,1,1.0
8438,twwiki,2018-11,1,0.0
8439,twwiki,2018-12,1,0.0
8440,twwiki,2019-04,1,0.0
8441,twwiki,2019-06,2,0.0
8442,twwiki,2019-10,1,0.0
8443,twwiki,2019-12,1,0.0
8444,tyvwiki,2018-05,1,0.0
8445,tyvwiki,2018-07,1,0.0
8446,tyvwiki,2019-07,1,0.0
8447,tyvwiki,2019-10,2,0.0
8448,tyvwiki,2019-11,1,1.0
8449,tyvwiki,2019-12,3,0.3333333333333333
8450,tyvwiki,2020-01,1,0.0
8451,tywiki,2018-08,1,0.0
8452,tywiki,2018-09,1,0.0
8453,tywiki,2019-01,1,0.0
8454,tywiki,2019-02,1,0.0
8455,tywiki,2019-03,1,0.0
8456,tywiki,2020-01,1,1.0
8457,uawikimedia,2018-01,1,0.0
8458,uawikimedia,2018-02,1,0.0
8459,uawikimedia,2018-04,1,0.0
8460,uawikimedia,2018-12,2,0.5
8461,uawikimedia,2019-01,1,0.0
8462,uawikimedia,2019-05,1,0.0
8463,uawikimedia,2019-10,2,0.5
8464,uawikimedia,2019-12,1,0.0
8465,uawikimedia,2020-01,1,0.0
8466,udmwiki,2019-01,1,0.0
8467,udmwiki,2019-10,2,0.5
8468,udmwiki,2020-01,1,0.0
8469,ugwiki,2018-05,1,1.0
8470,ugwiki,2019-09,1,1.0
8471,ugwiki,2019-12,1,0.0
8472,ugwiki,2020-01,1,0.0
8473,ugwiktionary,2018-03,1,0.0
8474,ugwiktionary,2018-09,1,0.0
8475,ukwiki,2018-01,872,0.07110091743119266
8476,ukwiki,2018-02,610,0.08360655737704918
8477,ukwiki,2018-03,814,0.128992628992629
8478,ukwiki,2018-04,582,0.06529209621993128
8479,ukwiki,2018-05,755,0.05165562913907285
