,wiki,cohort,new_eds,ret
0,2019-10-08 20:14:46.0,20208,1,
1,abwiki,2018-03,1,0.0
2,abwiki,2019-09,1,0.0
3,abwiki,2019-11,1,0.0
4,acewiki,2018-02,2,0.0
5,acewiki,2018-03,1,0.0
6,acewiki,2018-04,1,0.0
7,acewiki,2018-08,1,0.0
8,acewiki,2018-10,1,0.0
9,acewiki,2019-02,1,0.0
10,acewiki,2019-05,2,0.0
11,acewiki,2019-09,1,0.0
12,acewiki,2019-12,1,0.0
13,adywiki,2018-09,1,0.0
14,adywiki,2019-08,1,0.0
15,adywiki,2019-10,1,0.0
16,adywiki,2020-01,1,0.0
17,afwiki,2018-01,10,0.0
18,afwiki,2018-02,8,0.0
19,afwiki,2018-03,7,0.14285714285714285
20,afwiki,2018-04,11,0.09090909090909093
21,afwiki,2018-05,13,0.07692307692307693
22,afwiki,2018-06,11,0.09090909090909093
23,afwiki,2018-07,15,0.0
24,afwiki,2018-08,9,0.0
25,afwiki,2018-09,12,0.08333333333333333
26,afwiki,2018-10,10,0.1
27,afwiki,2018-11,13,0.0
28,afwiki,2018-12,14,0.21428571428571427
29,afwiki,2019-01,10,0.0
30,afwiki,2019-02,10,0.0
31,afwiki,2019-03,10,0.1
32,afwiki,2019-04,13,0.07692307692307693
33,afwiki,2019-05,5,0.2
34,afwiki,2019-06,3,0.0
35,afwiki,2019-07,13,0.0
36,afwiki,2019-08,9,0.0
37,afwiki,2019-09,6,0.16666666666666666
38,afwiki,2019-10,9,0.2222222222222222
39,afwiki,2019-11,6,0.0
40,afwiki,2019-12,7,0.14285714285714285
41,afwiki,2020-01,20,0.0
42,afwikibooks,2018-11,1,0.0
43,afwikibooks,2019-07,1,0.0
44,afwikiquote,2019-09,1,0.0
45,afwiktionary,2018-04,1,0.0
46,afwiktionary,2018-05,1,0.0
47,afwiktionary,2018-12,1,0.0
48,afwiktionary,2019-02,2,0.0
49,afwiktionary,2019-05,1,0.0
50,afwiktionary,2019-07,1,0.0
51,afwiktionary,2019-08,1,0.0
52,afwiktionary,2019-09,1,0.0
53,akwiki,2018-01,1,0.0
54,akwiki,2019-05,3,0.0
55,akwiki,2019-06,1,1.0
56,akwiki,2019-08,2,0.0
57,akwiki,2019-10,1,0.0
58,akwiki,2019-12,1,0.0
59,alswiki,2018-01,5,0.0
60,alswiki,2018-02,1,0.0
61,alswiki,2018-03,1,0.0
62,alswiki,2018-04,1,0.0
63,alswiki,2018-06,4,0.0
64,alswiki,2018-07,6,0.0
65,alswiki,2018-08,3,0.0
66,alswiki,2018-09,2,0.0
67,alswiki,2018-10,1,1.0
68,alswiki,2018-11,2,0.0
69,alswiki,2018-12,3,0.0
70,alswiki,2019-01,1,0.0
71,alswiki,2019-02,2,0.0
72,alswiki,2019-03,2,0.0
73,alswiki,2019-04,2,0.0
74,alswiki,2019-06,1,0.0
75,alswiki,2019-08,1,1.0
76,alswiki,2019-09,2,0.0
77,alswiki,2019-10,3,0.0
78,amwiki,2018-02,3,0.0
79,amwiki,2018-03,1,0.0
80,amwiki,2018-04,3,0.0
81,amwiki,2018-05,7,0.0
82,amwiki,2018-06,3,0.0
83,amwiki,2018-07,3,0.0
84,amwiki,2018-08,7,0.2857142857142857
85,amwiki,2018-09,2,0.0
86,amwiki,2018-10,5,0.0
87,amwiki,2018-11,9,0.0
88,amwiki,2018-12,4,0.0
89,amwiki,2019-01,7,0.0
90,amwiki,2019-02,7,0.2857142857142857
91,amwiki,2019-03,6,0.3333333333333333
92,amwiki,2019-04,6,0.3333333333333333
93,amwiki,2019-05,6,0.0
94,amwiki,2019-06,2,0.0
95,amwiki,2019-07,15,0.0
96,amwiki,2019-08,5,0.0
97,amwiki,2019-09,2,0.0
98,amwiki,2019-11,3,0.3333333333333333
99,amwiki,2019-12,1,0.0
100,amwiki,2020-01,5,0.0
101,amwikimedia,2019-06,1,1.0
102,amwikimedia,2019-07,1,0.0
103,angwiki,2018-01,1,0.0
104,angwiki,2018-02,1,0.0
105,angwiki,2018-03,1,0.0
106,angwiki,2018-04,1,0.0
107,angwiki,2018-06,1,0.0
108,angwiki,2018-10,1,0.0
109,angwiki,2019-04,2,0.0
110,angwiki,2019-11,1,0.0
111,angwiktionary,2018-07,1,0.0
112,angwiktionary,2018-08,1,0.0
113,angwiktionary,2019-03,1,0.0
114,angwiktionary,2019-07,1,0.0
115,angwiktionary,2019-11,1,0.0
116,anwiki,2018-07,1,0.0
117,anwiki,2018-12,2,0.0
118,anwiki,2019-03,2,0.5
119,anwiki,2019-07,1,1.0
120,arcwiki,2020-01,1,1.0
121,arwiki,2018-01,2427,0.04161516275236918
122,arwiki,2018-02,2527,0.04313415116739217
123,arwiki,2018-03,2850,0.047017543859649125
124,arwiki,2018-04,2870,0.03658536585365853
125,arwiki,2018-05,2508,0.0342902711323764
126,arwiki,2018-06,2288,0.03583916083916084
127,arwiki,2018-07,2463,0.042630937880633366
128,arwiki,2018-08,2732,0.0472181551976574
129,arwiki,2018-09,3283,0.03137374352726165
130,arwiki,2018-10,3298,0.03001819284414797
131,arwiki,2018-11,2744,0.03498542274052478
132,arwiki,2018-12,3022,0.04070152217074785
133,arwiki,2019-01,2777,0.03276917536910335
134,arwiki,2019-02,2232,0.04345878136200717
135,arwiki,2019-03,2387,0.047339757017176375
136,arwiki,2019-04,2296,0.047038327526132406
137,arwiki,2019-05,2513,0.03859928372463192
138,arwiki,2019-06,1962,0.045871559633027525
139,arwiki,2019-07,2291,0.048450458315146216
140,arwiki,2019-08,2349,0.03959131545338442
141,arwiki,2019-09,3120,0.027884615384615383
142,arwiki,2019-10,3090,0.04595469255663431
143,arwiki,2019-11,3097,0.05166289958023894
144,arwiki,2019-12,3067,0.035213563743071406
145,arwiki,2020-01,2751,0.047619047619047616
146,arwikibooks,2018-01,14,0.07142857142857142
147,arwikibooks,2018-02,8,0.0
148,arwikibooks,2018-03,9,0.0
149,arwikibooks,2018-04,3,0.0
150,arwikibooks,2018-05,7,0.0
151,arwikibooks,2018-06,7,0.0
152,arwikibooks,2018-07,10,0.0
153,arwikibooks,2018-08,8,0.0
154,arwikibooks,2018-09,5,0.0
155,arwikibooks,2018-10,2,0.0
156,arwikibooks,2018-11,7,0.0
157,arwikibooks,2018-12,1,0.0
158,arwikibooks,2019-01,6,0.0
159,arwikibooks,2019-02,3,0.0
160,arwikibooks,2019-03,6,0.0
161,arwikibooks,2019-04,6,0.16666666666666666
162,arwikibooks,2019-05,3,0.0
163,arwikibooks,2019-06,3,0.0
164,arwikibooks,2019-07,5,0.0
165,arwikibooks,2019-08,1,0.0
166,arwikibooks,2019-09,7,0.0
167,arwikibooks,2019-10,6,0.0
168,arwikibooks,2019-11,7,0.0
169,arwikibooks,2019-12,5,0.0
170,arwikibooks,2020-01,4,0.0
171,arwikimedia,2019-07,1,0.0
172,arwikimedia,2019-10,1,0.0
173,arwikinews,2018-01,15,0.0
174,arwikinews,2018-02,12,0.0
175,arwikinews,2018-03,13,0.07692307692307693
176,arwikinews,2018-04,2,0.0
177,arwikinews,2018-05,6,0.0
178,arwikinews,2018-06,4,0.0
179,arwikinews,2018-07,9,0.0
180,arwikinews,2018-08,6,0.0
181,arwikinews,2018-09,7,0.14285714285714285
182,arwikinews,2018-10,7,0.0
183,arwikinews,2018-11,5,0.0
184,arwikinews,2018-12,1,0.0
185,arwikinews,2019-01,1,0.0
186,arwikinews,2019-02,2,0.0
187,arwikinews,2019-05,3,0.0
188,arwikinews,2019-06,1,0.0
189,arwikinews,2019-07,2,0.0
190,arwikinews,2019-10,6,0.0
191,arwikinews,2019-11,3,0.0
192,arwikinews,2019-12,4,0.0
193,arwikinews,2020-01,1,1.0
194,arwikiquote,2018-01,13,0.0
195,arwikiquote,2018-02,7,0.0
196,arwikiquote,2018-03,5,0.0
197,arwikiquote,2018-04,10,0.0
198,arwikiquote,2018-05,8,0.0
199,arwikiquote,2018-06,3,0.0
200,arwikiquote,2018-07,11,0.0
201,arwikiquote,2018-08,3,0.0
202,arwikiquote,2018-09,6,0.0
203,arwikiquote,2018-10,6,0.0
204,arwikiquote,2018-11,5,0.0
205,arwikiquote,2018-12,4,0.0
206,arwikiquote,2019-01,1,0.0
207,arwikiquote,2019-02,6,0.0
208,arwikiquote,2019-03,1,0.0
209,arwikiquote,2019-04,4,0.0
210,arwikiquote,2019-05,6,0.0
211,arwikiquote,2019-06,4,0.0
212,arwikiquote,2019-07,5,0.0
213,arwikiquote,2019-08,2,0.0
214,arwikiquote,2019-09,1,0.0
215,arwikiquote,2019-10,7,0.0
216,arwikiquote,2019-11,3,0.0
217,arwikiquote,2019-12,4,0.0
218,arwikiquote,2020-01,1,0.0
219,arwikisource,2018-01,34,0.029411764705882356
220,arwikisource,2018-02,14,0.07142857142857142
221,arwikisource,2018-03,18,0.05555555555555555
222,arwikisource,2018-04,10,0.0
223,arwikisource,2018-05,12,0.0
224,arwikisource,2018-06,12,0.0
225,arwikisource,2018-07,6,0.0
226,arwikisource,2018-08,9,0.1111111111111111
227,arwikisource,2018-09,12,0.08333333333333333
228,arwikisource,2018-10,10,0.0
229,arwikisource,2018-11,5,0.0
230,arwikisource,2018-12,7,0.0
231,arwikisource,2019-01,6,0.0
232,arwikisource,2019-02,7,0.0
233,arwikisource,2019-03,7,0.0
234,arwikisource,2019-04,8,0.0
235,arwikisource,2019-05,9,0.0
236,arwikisource,2019-06,1,0.0
237,arwikisource,2019-07,11,0.0
238,arwikisource,2019-08,8,0.0
239,arwikisource,2019-09,9,0.0
240,arwikisource,2019-10,7,0.0
241,arwikisource,2019-11,7,0.0
242,arwikisource,2019-12,5,0.0
243,arwikisource,2020-01,5,0.0
244,arwikiversity,2018-01,6,0.0
245,arwikiversity,2018-02,5,0.0
246,arwikiversity,2018-03,9,0.0
247,arwikiversity,2018-04,7,0.0
248,arwikiversity,2018-05,5,0.0
249,arwikiversity,2018-06,5,0.0
250,arwikiversity,2018-07,7,0.0
251,arwikiversity,2018-08,5,0.0
252,arwikiversity,2018-09,2,0.0
253,arwikiversity,2018-10,8,0.0
254,arwikiversity,2018-11,3,0.0
255,arwikiversity,2018-12,6,0.0
256,arwikiversity,2019-01,2,0.0
257,arwikiversity,2019-02,2,0.0
258,arwikiversity,2019-03,2,0.0
259,arwikiversity,2019-05,4,0.0
260,arwikiversity,2019-06,1,0.0
261,arwikiversity,2019-07,2,0.5
262,arwikiversity,2019-08,3,0.0
263,arwikiversity,2019-10,2,0.0
264,arwikiversity,2019-11,1,0.0
265,arwikiversity,2020-01,5,0.0
266,arwiktionary,2018-01,8,0.0
267,arwiktionary,2018-02,5,0.0
268,arwiktionary,2018-03,3,0.0
269,arwiktionary,2018-04,8,0.0
270,arwiktionary,2018-05,10,0.0
271,arwiktionary,2018-06,2,0.0
272,arwiktionary,2018-07,10,0.0
273,arwiktionary,2018-08,10,0.0
274,arwiktionary,2018-09,8,0.0
275,arwiktionary,2018-10,9,0.1111111111111111
276,arwiktionary,2018-11,8,0.0
277,arwiktionary,2018-12,5,0.0
278,arwiktionary,2019-01,3,0.0
279,arwiktionary,2019-02,1,0.0
280,arwiktionary,2019-04,7,0.14285714285714285
281,arwiktionary,2019-05,77,0.0
282,arwiktionary,2019-06,3,0.0
283,arwiktionary,2019-07,4,0.0
284,arwiktionary,2019-08,2,0.0
285,arwiktionary,2019-09,2,0.0
286,arwiktionary,2019-10,2,0.0
287,arwiktionary,2019-11,1,0.0
288,arwiktionary,2019-12,1,0.0
289,arwiktionary,2020-01,3,0.0
290,arzwiki,2018-01,24,0.0
291,arzwiki,2018-02,18,0.0
292,arzwiki,2018-03,16,0.0
293,arzwiki,2018-04,18,0.0
294,arzwiki,2018-05,18,0.0
295,arzwiki,2018-06,28,0.0
296,arzwiki,2018-07,25,0.0
297,arzwiki,2018-08,21,0.0
298,arzwiki,2018-09,21,0.0
299,arzwiki,2018-10,24,0.0
300,arzwiki,2018-11,14,0.0
301,arzwiki,2018-12,26,0.0
302,arzwiki,2019-01,22,0.0
303,arzwiki,2019-02,21,0.047619047619047616
304,arzwiki,2019-03,25,0.0
305,arzwiki,2019-04,27,0.037037037037037035
306,arzwiki,2019-05,29,0.03448275862068965
307,arzwiki,2019-06,32,0.0
308,arzwiki,2019-07,20,0.0
309,arzwiki,2019-08,27,0.0
310,arzwiki,2019-09,29,0.0
311,arzwiki,2019-10,29,0.0
312,arzwiki,2019-11,27,0.0
313,arzwiki,2019-12,35,0.057142857142857134
314,arzwiki,2020-01,29,0.03448275862068965
315,astwiki,2018-01,2,0.5
316,astwiki,2018-02,1,0.0
317,astwiki,2018-03,3,0.6666666666666666
318,astwiki,2018-04,3,0.0
319,astwiki,2018-05,2,0.5
320,astwiki,2018-06,2,0.0
321,astwiki,2018-07,2,0.0
322,astwiki,2018-08,7,0.0
323,astwiki,2018-09,2,0.0
324,astwiki,2018-10,2,0.0
325,astwiki,2018-11,2,0.5
326,astwiki,2018-12,3,0.0
327,astwiki,2019-01,2,0.0
328,astwiki,2019-02,1,0.0
329,astwiki,2019-03,1,0.0
330,astwiki,2019-04,1,0.0
331,astwiki,2019-05,4,0.25
332,astwiki,2019-06,1,0.0
333,astwiki,2019-07,1,0.0
334,astwiki,2019-08,2,0.0
335,astwiki,2019-09,1,0.0
336,astwiki,2019-10,4,0.0
337,astwiki,2019-11,1,0.0
338,astwiki,2019-12,4,0.0
339,astwiki,2020-01,2,0.0
340,astwiktionary,2018-06,4,0.0
341,astwiktionary,2018-10,1,0.0
342,astwiktionary,2019-02,1,0.0
343,astwiktionary,2019-03,5,0.0
344,astwiktionary,2019-05,1,0.0
345,astwiktionary,2019-06,1,0.0
346,aswiki,2018-01,5,0.2
347,aswiki,2018-02,6,0.0
348,aswiki,2018-03,4,0.0
349,aswiki,2018-04,5,0.0
350,aswiki,2018-05,7,0.14285714285714285
351,aswiki,2018-06,28,0.10714285714285714
352,aswiki,2018-07,15,0.0
353,aswiki,2018-08,9,0.0
354,aswiki,2018-09,5,0.0
355,aswiki,2018-10,9,0.1111111111111111
356,aswiki,2018-11,9,0.0
357,aswiki,2018-12,12,0.0
358,aswiki,2019-01,11,0.0
359,aswiki,2019-02,11,0.0
360,aswiki,2019-03,6,0.0
361,aswiki,2019-04,5,0.0
362,aswiki,2019-05,8,0.125
363,aswiki,2019-06,8,0.0
364,aswiki,2019-07,3,0.0
365,aswiki,2019-08,6,0.16666666666666666
366,aswiki,2019-09,11,0.09090909090909093
367,aswiki,2019-10,21,0.09523809523809523
368,aswiki,2019-11,16,0.1875
369,aswiki,2019-12,6,0.16666666666666666
370,aswiki,2020-01,6,0.0
371,aswikisource,2018-06,1,0.0
372,aswikisource,2018-07,2,0.0
373,aswikisource,2018-08,1,0.0
374,aswikisource,2019-02,3,0.0
375,aswikisource,2019-05,1,1.0
376,aswikisource,2019-06,5,0.2
377,aswikisource,2019-08,1,0.0
378,aswikisource,2019-09,2,0.0
379,aswikisource,2019-11,1,0.0
380,atjwiki,2018-02,1,0.0
381,atjwiki,2018-03,1,0.0
382,atjwiki,2018-04,3,0.0
383,atjwiki,2018-09,9,0.7777777777777778
384,atjwiki,2018-10,10,0.8
385,atjwiki,2018-11,3,0.6666666666666666
386,atjwiki,2018-12,1,1.0
387,atjwiki,2019-02,2,0.0
388,atjwiki,2019-09,6,0.0
389,atjwiki,2019-10,3,0.3333333333333333
390,atjwiki,2019-11,4,0.5
391,atjwiki,2020-01,1,1.0
392,avwiki,2019-07,1,1.0
393,avwiki,2019-09,1,1.0
394,avwiki,2019-11,1,0.0
395,aywiki,2018-01,1,1.0
396,aywiki,2018-06,7,0.0
397,aywiki,2018-10,2,0.0
398,aywiki,2019-03,1,0.0
399,aywiki,2019-08,1,0.0
400,aywiki,2019-09,1,0.0
401,aywiktionary,2018-02,1,0.0
402,aywiktionary,2018-03,1,0.0
403,aywiktionary,2018-04,1,0.0
404,aywiktionary,2018-11,1,0.0
405,aywiktionary,2019-01,2,0.0
406,aywiktionary,2019-03,1,0.0
407,aywiktionary,2019-06,2,0.0
408,aywiktionary,2019-12,1,0.0
409,azbwiki,2018-01,5,0.0
410,azbwiki,2018-03,3,0.0
411,azbwiki,2018-04,3,0.3333333333333333
412,azbwiki,2018-07,3,0.3333333333333333
413,azbwiki,2018-08,8,0.25
414,azbwiki,2018-10,2,0.0
415,azbwiki,2018-11,2,0.0
416,azbwiki,2018-12,1,0.0
417,azbwiki,2019-01,1,0.0
418,azbwiki,2019-02,2,0.0
419,azbwiki,2019-03,1,1.0
420,azbwiki,2019-04,2,0.0
421,azbwiki,2019-05,2,0.0
422,azbwiki,2019-06,1,0.0
423,azbwiki,2019-08,1,0.0
424,azbwiki,2019-09,1,0.0
425,azbwiki,2019-11,1,0.0
426,azbwiki,2020-01,4,0.0
427,azwiki,2018-01,233,0.09871244635193133
428,azwiki,2018-02,194,0.06701030927835051
429,azwiki,2018-03,181,0.07734806629834254
430,azwiki,2018-04,166,0.060240963855421686
431,azwiki,2018-05,160,0.11875
432,azwiki,2018-06,137,0.0583941605839416
433,azwiki,2018-07,117,0.07692307692307693
434,azwiki,2018-08,136,0.11029411764705882
435,azwiki,2018-09,159,0.10062893081761007
436,azwiki,2018-10,243,0.10699588477366256
437,azwiki,2018-11,207,0.08695652173913042
438,azwiki,2018-12,213,0.03755868544600939
439,azwiki,2019-01,250,0.068
440,azwiki,2019-02,191,0.05759162303664921
441,azwiki,2019-03,191,0.03664921465968586
442,azwiki,2019-04,176,0.03977272727272727
443,azwiki,2019-05,186,0.06989247311827956
444,azwiki,2019-06,113,0.07079646017699115
445,azwiki,2019-07,130,0.07692307692307693
446,azwiki,2019-08,132,0.03787878787878788
447,azwiki,2019-09,137,0.0364963503649635
448,azwiki,2019-10,190,0.14736842105263154
449,azwiki,2019-11,226,0.13274336283185842
450,azwiki,2019-12,221,0.04072398190045249
451,azwiki,2020-01,289,0.04498269896193772
452,azwikibooks,2018-03,2,0.0
453,azwikibooks,2018-05,3,0.0
454,azwikibooks,2018-07,1,0.0
455,azwikibooks,2018-08,1,0.0
456,azwikibooks,2018-10,2,0.5
457,azwikibooks,2018-11,2,0.0
458,azwikibooks,2018-12,2,0.0
459,azwikibooks,2019-02,2,0.0
460,azwikibooks,2019-04,1,0.0
461,azwikibooks,2019-05,1,0.0
462,azwikibooks,2019-06,1,0.0
463,azwikibooks,2019-09,7,0.0
464,azwikibooks,2019-10,4,0.0
465,azwikibooks,2019-11,3,0.0
466,azwikibooks,2019-12,1,0.0
467,azwikibooks,2020-01,2,0.0
468,azwikiquote,2018-01,8,0.0
469,azwikiquote,2018-02,6,0.0
470,azwikiquote,2018-03,5,0.0
471,azwikiquote,2018-04,2,0.0
472,azwikiquote,2018-06,1,0.0
473,azwikiquote,2018-07,1,0.0
474,azwikiquote,2018-08,1,0.0
475,azwikiquote,2018-09,2,0.0
476,azwikiquote,2018-10,1,0.0
477,azwikiquote,2018-11,2,0.0
478,azwikiquote,2018-12,1,0.0
479,azwikiquote,2019-01,2,0.0
480,azwikiquote,2019-02,1,0.0
481,azwikiquote,2019-03,1,0.0
482,azwikiquote,2019-05,1,0.0
483,azwikiquote,2019-07,1,0.0
484,azwikiquote,2019-09,1,0.0
485,azwikiquote,2019-10,1,0.0
486,azwikiquote,2019-11,2,0.0
487,azwikiquote,2019-12,3,0.0
488,azwikiquote,2020-01,1,0.0
489,azwikisource,2018-01,1,0.0
490,azwikisource,2018-02,3,0.0
491,azwikisource,2018-04,1,0.0
492,azwikisource,2018-05,2,0.0
493,azwikisource,2018-06,1,0.0
494,azwikisource,2018-07,2,0.0
495,azwikisource,2018-08,1,0.0
496,azwikisource,2018-09,1,0.0
497,azwikisource,2018-10,1,0.0
498,azwikisource,2018-11,3,0.0
499,azwikisource,2018-12,2,0.0
500,azwikisource,2019-02,3,0.0
501,azwikisource,2019-03,5,0.0
502,azwikisource,2019-04,3,0.0
503,azwikisource,2019-05,1,0.0
504,azwikisource,2019-06,1,0.0
505,azwikisource,2019-08,3,0.0
506,azwikisource,2019-09,1,0.0
507,azwikisource,2019-10,2,0.0
508,azwikisource,2019-11,3,0.0
509,azwikisource,2019-12,2,0.0
510,azwikisource,2020-01,1,0.0
511,azwiktionary,2018-02,4,0.25
512,azwiktionary,2018-03,2,0.0
513,azwiktionary,2018-04,1,0.0
514,azwiktionary,2018-05,1,0.0
515,azwiktionary,2018-06,1,0.0
516,azwiktionary,2018-07,2,0.0
517,azwiktionary,2018-08,2,0.0
518,azwiktionary,2018-10,6,0.0
519,azwiktionary,2018-11,2,0.0
520,azwiktionary,2018-12,1,0.0
521,azwiktionary,2019-01,2,0.0
522,azwiktionary,2019-02,16,0.0
523,azwiktionary,2019-03,10,0.0
524,azwiktionary,2019-05,1,0.0
525,azwiktionary,2019-06,2,0.0
526,azwiktionary,2019-09,3,0.0
527,azwiktionary,2019-10,7,0.0
528,azwiktionary,2019-12,2,0.0
529,azwiktionary,2020-01,1,0.0
530,barwiki,2018-01,3,0.0
531,barwiki,2018-02,1,0.0
532,barwiki,2018-04,4,0.0
533,barwiki,2018-05,2,0.0
534,barwiki,2018-06,3,0.0
535,barwiki,2018-07,2,0.0
536,barwiki,2018-09,1,0.0
537,barwiki,2018-11,2,0.0
538,barwiki,2019-01,2,0.0
539,barwiki,2019-04,3,0.0
540,barwiki,2019-06,3,0.0
541,barwiki,2019-07,38,0.02631578947368421
542,barwiki,2019-08,3,0.3333333333333333
543,barwiki,2019-09,2,0.0
544,barwiki,2019-10,2,0.0
545,barwiki,2019-11,5,0.0
546,barwiki,2019-12,4,0.0
547,barwiki,2020-01,3,0.0
548,bat_smgwiki,2018-01,1,0.0
549,bat_smgwiki,2019-06,1,0.0
550,bat_smgwiki,2019-10,1,0.0
551,bawiki,2018-01,7,0.14285714285714285
552,bawiki,2018-02,3,0.0
553,bawiki,2018-03,2,0.0
554,bawiki,2018-04,1,0.0
555,bawiki,2018-05,2,0.0
556,bawiki,2018-06,1,1.0
557,bawiki,2018-07,1,0.0
558,bawiki,2018-08,1,0.0
559,bawiki,2018-09,3,0.0
560,bawiki,2018-10,4,0.0
561,bawiki,2018-11,5,0.0
562,bawiki,2018-12,2,0.0
563,bawiki,2019-01,2,0.0
564,bawiki,2019-02,1,0.0
565,bawiki,2019-03,4,0.0
566,bawiki,2019-04,8,0.0
567,bawiki,2019-05,3,0.0
568,bawiki,2019-07,5,0.0
569,bawiki,2019-08,2,0.5
570,bawiki,2019-09,8,0.0
571,bawiki,2019-11,11,0.18181818181818185
572,bawiki,2019-12,2,0.0
573,bawikibooks,2019-04,1,0.0
574,bclwiki,2018-01,1,0.0
575,bclwiki,2018-03,1,0.0
576,bclwiki,2018-04,3,0.3333333333333333
577,bclwiki,2018-05,1,0.0
578,bclwiki,2018-06,2,0.5
579,bclwiki,2018-07,3,0.0
580,bclwiki,2018-08,2,0.0
581,bclwiki,2018-09,1,0.0
582,bclwiki,2018-11,4,0.0
583,bclwiki,2018-12,1,0.0
584,bclwiki,2019-01,4,0.5
585,bclwiki,2019-03,10,0.0
586,bclwiki,2019-05,5,0.0
587,bclwiki,2019-06,4,0.0
588,bclwiki,2019-07,2,0.0
589,bclwiki,2019-08,1,0.0
590,bclwiki,2019-09,1,0.0
591,bclwiki,2019-11,2,0.0
592,bdwikimedia,2018-03,1,0.0
593,bdwikimedia,2018-07,1,0.0
594,bdwikimedia,2018-11,1,0.0
595,bdwikimedia,2019-07,1,0.0
596,bdwikimedia,2019-09,2,0.0
597,bdwikimedia,2019-12,1,0.0
598,be_x_oldwiki,2018-01,5,0.2
599,be_x_oldwiki,2018-02,4,0.0
600,be_x_oldwiki,2018-03,2,0.0
601,be_x_oldwiki,2018-04,2,0.0
602,be_x_oldwiki,2018-05,1,0.0
603,be_x_oldwiki,2018-06,3,0.0
604,be_x_oldwiki,2018-07,4,0.75
605,be_x_oldwiki,2018-08,1,0.0
606,be_x_oldwiki,2018-09,2,0.0
607,be_x_oldwiki,2018-10,5,0.0
608,be_x_oldwiki,2018-11,2,0.0
609,be_x_oldwiki,2018-12,1,0.0
610,be_x_oldwiki,2019-02,4,0.0
611,be_x_oldwiki,2019-03,5,0.0
612,be_x_oldwiki,2019-05,2,0.0
613,be_x_oldwiki,2019-06,3,0.0
614,be_x_oldwiki,2019-07,1,0.0
615,be_x_oldwiki,2019-08,2,0.0
616,be_x_oldwiki,2019-09,2,0.0
617,be_x_oldwiki,2019-10,6,0.16666666666666666
618,be_x_oldwiki,2019-11,1,0.0
619,be_x_oldwiki,2019-12,1,0.0
620,be_x_oldwiki,2020-01,8,0.0
621,betawikiversity,2018-01,1,0.0
622,betawikiversity,2018-03,1,0.0
623,betawikiversity,2018-04,8,0.25
624,betawikiversity,2018-06,21,0.0
625,betawikiversity,2018-07,5,0.0
626,betawikiversity,2018-08,7,0.14285714285714285
627,betawikiversity,2018-09,4,0.25
628,betawikiversity,2018-10,7,0.0
629,betawikiversity,2018-12,3,0.0
630,betawikiversity,2019-01,4,0.25
631,betawikiversity,2019-02,25,0.0
632,betawikiversity,2019-03,4,0.0
633,betawikiversity,2019-04,4,0.0
634,betawikiversity,2019-05,7,0.0
635,betawikiversity,2019-06,6,0.0
636,betawikiversity,2019-07,6,0.0
637,betawikiversity,2019-08,6,0.0
638,betawikiversity,2019-09,23,0.0
639,betawikiversity,2019-10,29,0.0
640,betawikiversity,2019-11,9,0.0
641,betawikiversity,2019-12,4,0.25
642,betawikiversity,2020-01,7,0.0
643,bewiki,2018-01,18,0.05555555555555555
644,bewiki,2018-02,9,0.1111111111111111
645,bewiki,2018-03,13,0.15384615384615385
646,bewiki,2018-04,3,0.0
647,bewiki,2018-05,5,0.0
648,bewiki,2018-06,11,0.2727272727272727
649,bewiki,2018-07,9,0.1111111111111111
650,bewiki,2018-08,8,0.25
651,bewiki,2018-09,6,0.3333333333333333
652,bewiki,2018-10,14,0.35714285714285715
653,bewiki,2018-11,10,0.6
654,bewiki,2018-12,7,0.0
655,bewiki,2019-01,10,0.2
656,bewiki,2019-02,11,0.09090909090909093
657,bewiki,2019-03,5,0.4
658,bewiki,2019-04,19,0.21052631578947367
659,bewiki,2019-05,16,0.125
660,bewiki,2019-06,13,0.0
661,bewiki,2019-07,4,0.0
662,bewiki,2019-08,7,0.14285714285714285
663,bewiki,2019-09,5,0.4
664,bewiki,2019-10,9,0.0
665,bewiki,2019-11,22,0.09090909090909093
666,bewiki,2019-12,18,0.05555555555555555
667,bewiki,2020-01,9,0.0
668,bewikibooks,2018-06,2,0.0
669,bewikibooks,2018-12,1,0.0
670,bewikibooks,2019-05,1,0.0
671,bewikimedia,2018-01,1,0.0
672,bewikimedia,2018-02,1,0.0
673,bewikimedia,2018-03,5,0.0
674,bewikimedia,2018-06,1,0.0
675,bewikimedia,2018-07,1,0.0
676,bewikimedia,2018-08,1,0.0
677,bewikimedia,2019-01,1,0.0
678,bewikimedia,2019-02,4,0.0
679,bewikimedia,2019-03,1,0.0
680,bewikimedia,2019-07,1,0.0
681,bewikimedia,2019-10,33,0.0
682,bewikimedia,2019-11,4,0.0
683,bewikimedia,2019-12,4,0.0
684,bewikimedia,2020-01,13,0.0
685,bewikiquote,2018-02,2,0.0
686,bewikiquote,2018-03,3,0.0
687,bewikiquote,2019-06,1,0.0
688,bewikisource,2018-01,1,0.0
689,bewikisource,2018-02,1,1.0
690,bewikisource,2018-03,1,0.0
691,bewikisource,2018-04,1,0.0
692,bewikisource,2018-10,1,0.0
693,bewikisource,2019-01,1,0.0
694,bewiktionary,2018-02,1,0.0
695,bewiktionary,2019-03,1,0.0
696,bewiktionary,2020-01,1,0.0
697,bgwiki,2018-01,204,0.03431372549019608
698,bgwiki,2018-02,187,0.06417112299465241
699,bgwiki,2018-03,177,0.05084745762711865
