month	active_editors	global_south_active_editors	global_south_edits	global_south_new_editor_retention	global_south_nonbot_edits	mobile-heavy_wiki_active_editors	mobile-heavy_wiki_edits	mobile-heavy_wiki_new_editor_retention	mobile-heavy_wiki_nonbot_edits	mobile_edits	net_new_Commons_content_pages	net_new_Wikidata_entities	net_new_Wikipedia_articles	net_new_content_pages	new_active_editors	new_editor_retention	other_nonbot_edits	returning_active_editors	revert_rate	total_edits	uploads	wikidata_edits
2016-04-01	82268.0					3102.0	681064.0	0.04206375287545186	370902.0	660965.0	378707.0	247102.0	364754.0	1513335.0	17819.0	0.060788449649053	12728550.0	64449.0	0.10134705093123278	32047817.0	406320.0	10220255.0
2016-05-01	86163.0					3098.0	975072.0	0.04832104832104832	384800.0	670684.0	490452.0	272508.0	589558.0	1832548.0	20062.0	0.060348165880448	12914809.0	66101.0	0.1020982646132802	36970492.0	514595.0	13901664.0
2016-06-01	83379.0					3390.0	870534.0	0.03712035995500562	401455.0	659680.0	469134.0	843993.0	490724.0	2042301.0	20311.0	0.053591537595304	11942529.0	63068.0	0.09338073838125864	31114661.0	490112.0	10424038.0
2016-07-01	78211.0					3333.0	890566.0	0.04454225352112677	403936.0	730018.0	423845.0	898143.0	249806.0	1876926.0	16042.0	0.048028453007729004	14751835.0	62169.0	0.11844561242608015	31282082.0	450892.0	8115824.0
2016-08-01	78557.0					3201.0	771445.0	0.04104532703381072	424838.0	768062.0	411140.0	486437.0	336099.0	1505517.0	16239.0	0.047189225534342995	13950966.0	62318.0	0.08865637089869984	32033143.0	437921.0	10632513.0
2016-09-01	80922.0					2893.0	649165.0	0.04148606811145511	396100.0	696802.0	734203.0	251176.0	546749.0	1817034.0	19031.0	0.05258324546784099	13361030.0	61891.0	0.08584307792357418	34973527.0	762830.0	10784874.0
2016-10-01	79255.0					2933.0	715488.0	0.05079256860405658	404445.0	765096.0	517717.0	429577.0	436985.0	1732793.0	16991.0	0.06210185880892501	11114934.0	62264.0	0.10443866401667662	36302062.0	548103.0	16119568.0
2016-11-01	79771.0					3057.0	578978.0	0.04807692307692308	384150.0	770949.0	772055.0	245128.0	533010.0	1797536.0	16963.0	0.065659450505512	11423412.0	62808.0	0.10474136810786186	43287142.0	798402.0	13334682.0
2016-12-01	80852.0					3275.0	627273.0	0.05461882115578614	386590.0	810648.0	770586.0	144755.0	430578.0	1555799.0	16513.0	0.0709445692245	11109079.0	64339.0	0.0947713586914885	29571992.0	802367.0	10195450.0
2017-01-01	85452.0					3300.0	894436.0	0.04518329070758738	454376.0	900732.0	793270.0	436983.0	412831.0	1899491.0	18368.0	0.05110780641153599	12042844.0	67084.0	0.10587082655766658	38001265.0	832992.0	17069546.0
2017-02-01	80461.0					3347.0	1093680.0	0.040924276169265035	418319.0	813061.0	793644.0	206788.0	387343.0	1627275.0	16642.0	0.053877001255089006	11105361.0	63819.0	0.11437110800872613	38057326.0	843774.0	17940961.0
2017-03-01	87366.0					3449.0	969064.0	0.047269448737764036	431418.0	929213.0	674367.0	183115.0	308826.0	1386866.0	19565.0	0.07122725007304	11894294.0	67801.0	0.11353076046483593	33612901.0	710482.0	12928116.0
2017-04-01	82594.0					3383.0	911166.0	0.04273297923708354	415346.0	851164.0	595207.0	537677.0	382293.0	1724616.0	16839.0	0.06016094238119499	11099327.0	65755.0	0.1113934995846903	31602306.0	624298.0	8723317.0
2017-05-01	85949.0					3421.0	729458.0	0.04642558777897124	390945.0	854016.0	833390.0	406552.0	424211.0	1977121.0	19482.0	0.060064187031633	11024825.0	66467.0	0.10760913635348313	41867781.0	862373.0	12451250.0
2017-06-01	81598.0					3589.0	738181.0	0.0432301153612629	419822.0	855413.0	868011.0	1049593.0	433003.0	2736800.0	18713.0	0.05419151816751401	10972893.0	62885.0	0.09832622343911304	38336583.0	898029.0	17156953.0
2017-07-01	80095.0					4107.0	944735.0	0.061430277298659935	455920.0	934109.0	668452.0	2655035.0	329845.0	4035895.0	16304.0	0.04998384237141599	11234467.0	63791.0	0.09133854212780228	39740681.0	702732.0	19022591.0
2017-08-01	79296.0					3458.0	1039919.0	0.05217626385509597	436618.0	1007777.0	456573.0	3874032.0	406120.0	5097291.0	15372.0	0.050047582794062004	11205655.0	63924.0	0.09940092853704063	44526564.0	488750.0	19872017.0
2017-09-01	79624.0					3234.0	1242240.0	0.049343363508861406	409461.0	923963.0	719268.0	3143746.0	392927.0	4448320.0	16857.0	0.053856431945628	10554861.0	62767.0	0.10178499185194197	41774909.0	758462.0	20179635.0
2017-10-01	81021.0					3381.0	1045401.0	0.0425141057603989	408665.0	999360.0	571720.0	941342.0	185950.0	1886914.0	16400.0	0.058635495679879	11736089.0	64621.0	0.103106783993008	40886220.0	611227.0	16790134.0
2017-11-01	82564.0					3352.0	895949.0	0.049253731343283584	434575.0	989250.0	495358.0	1671454.0	172360.0	2569773.0	16724.0	0.06849867269688299	11194664.0	65840.0	0.10583134380954227	38008837.0	527085.0	14169744.0
2017-12-01	79457.0					3530.0	1088167.0	0.044418468731735834	425192.0	1022891.0	490862.0	2685171.0	193047.0	3623336.0	14359.0	0.07421067894297999	10781658.0	65098.0	0.108166193714008	37411556.0	519639.0	13921195.0
2018-01-01	84383.0					3817.0	1266697.0	0.04314847052971898	460890.0	1154282.0	635998.0	438827.0	409081.0	1753987.0	16623.0	0.05403668229798501	12043826.0	67760.0	0.1132945245129604	39497259.0	671159.0	9737441.0
2018-02-01	78868.0					3613.0	865895.0	0.043080625752105896	419216.0	1012879.0	689572.0	2640667.0	162580.0	3725933.0	14949.0	0.05236555619219098	11214565.0	63919.0	0.09814216671350848	39622374.0	720896.0	15666511.0
2018-03-01	85892.0					3661.0	1098456.0	0.044143004943096906	444680.0	1121672.0	749171.0	819608.0	202875.0	2040839.0	17429.0	0.07736210227322901	12067822.0	68463.0	0.08592424678982198	43048383.0	801832.0	17985721.0
2018-04-01	83382.0					3634.0	1100627.0	0.046027592768791634	473422.0	1107334.0	585931.0	1139948.0	172568.0	2147134.0	15936.0	0.066915324333987	11278348.0	67446.0	0.10192900289006533	34570729.0	622844.0	12837276.0
2018-05-01	85018.0					3699.0	1052280.0	0.046049442559379546	464452.0	1166548.0	687156.0	1465332.0	177393.0	3118353.0	17541.0	0.064066089415091	11796572.0	67477.0	0.09529207452920282	39104990.0	728339.0	15673103.0
2018-06-01	78524.0			0.044275		3444.0	851691.0	0.04065327223592997	428083.0	1128439.0	569621.0	577595.0	177203.0	1638254.0	15012.0	0.05734102720880501	10605800.0	63512.0	0.09558275982392113	37132196.0	603525.0	16458441.0
2018-07-01	77980.0			0.042536		3687.0	1067811.0	0.04116747387203671	454464.0	1172888.0	631394.0	458593.0	221459.0	1809947.0	14080.0	0.04712289841345	10994815.0	63900.0	0.09553875541653227	36955110.0	662742.0	14101154.0
2018-08-01	78792.0			0.047855		3741.0	1210820.0	0.047007950899707066	481644.0	1229154.0	763082.0	520235.0	221579.0	1818411.0	13947.0	0.051512716419157	11394260.0	64845.0	0.08442084854738229	40995731.0	797032.0	18208668.0
2018-09-01	82328.0	20109.0	2070328.0	0.04832	2070326.0	3863.0	846503.0	0.05068544837127405	437457.0	1171470.0	800330.0	377222.0	185644.0	1635067.0	18270.0	0.05681353534683774	11062745.0	64058.0	0.09307746415555053	38605571.0	830428.0	17786725.0
2018-10-01	82405.0	19891.0	1979771.0		1979769.0	3825.0	957794.0	0.050484983054808925	433507.0	1231538.0	549132.0	1147804.0	191087.0	2101982.0	16518.0	0.06641142535234777	10790092.0	65887.0	0.09818925621410013	43486666.0	582738.0	23073044.0
2018-11-01	82235.0	20008.0	2015177.0	0.042	2015175.0	3639.0	1150793.0	0.04332890070921986	456985.0	1228949.0	549451.0	1272149.0	192340.0	2268787.0	15506.0	0.06874217021616867	11038500.0	66729.0	0.09374738603203248	44376013.0	586129.0	23896534.0
2018-12-01	80796.0	20359.0	2067577.0	0.041	2067577.0	4046.0	1125381.0	0.047045142192620786	488735.0	1260737.0	512338.0	947571.0	186233.0	2128146.0	14662.0	0.07207373758715402	10991655.0	66134.0	0.08547772940606076	41988394.0	546299.0	21418466.0
2019-01-01	86782.0	21367.0	2434941.0	0.03839280879406509	2434941.0	4228.0	988233.0	0.04335825186889017	512674.0	1416777.0	542425.0	951976.0	200366.0	1938938.0	17096.0	0.054231852101575384	12143464.0	69686.0	0.08130335651962849	46312638.0	580719.0	23213770.0
2019-02-01	82554.0	19743.0	2241877.0	0.0434722491081552	2241875.0	3901.0	966696.0	0.04547852696000844	438437.0	1254935.0	494725.0	574002.0	195100.0	1455387.0	16335.0	0.05465256797583082	10952758.0	66219.0	0.07375802558607412	44135189.0	531456.0	22667003.0
2019-03-01	87711.0	21679.0	2294512.0	0.045774462944482376	2294512.0	4252.0	996968.0	0.043950466910272025	465084.0	1379133.0	510723.0	643675.0	216257.0	1587804.0	17738.0	0.07326751586826087	11748062.0	69973.0	0.06309032738491953	49434627.0	542547.0	28490299.0
2019-04-01	84358.0	19941.0	2053568.0	0.040103740103740106	2052287.0	3996.0	1412904.0	0.04376657824933687	414992.0	1356454.0	584061.0	717420.0	268254.0	1782113.0	15535.0	0.06862974360893112	10955991.0	68823.0	0.05577760252139264	51252861.0	616226.0	30126989.0
2019-05-01	90211.0	20841.0	2273855.0	0.0429663451672481	2272975.0	4195.0	1384712.0	0.04962525550760845	460884.0	1493057.0	667467.0	774361.0	189506.0	1978179.0	19323.0	0.06760472121042309	11728361.0	70888.0	0.05939815112301905	46847183.0	702372.0	23578489.0
