month	total_quality_articles_about_females	total_quality_articles_about_males	total_quality_articles_about_gender_diverse	MoM_net_new_quality_articles_about_females	MoM_net_new_quality_articles_about_gender_diverse	MoM_net_new_quality_articles_about_males	gender_minorities_net_new_articles_sum	all_genders_net_new_articles_sum	%_of_new_articles_about_gender_minorities	total_quality_articles_about_Latin America & Caribbean	total_quality_articles_about_Central & Eastern Europe & Central Asia	total_quality_articles_about_East, Southeast Asia, & Pacific	total_quality_articles_about_North America	total_quality_articles_about_Northern & Western Europe	total_quality_articles_about_Middle East & North Africa	total_quality_articles_about_Sub-Saharan Africa	total_quality_articles_about_South Asia	total_quality_articles_about_UNCLASSED	MoM_net_new_quality_articles_about_Latin America & Caribbean	MoM_net_new_quality_articles_about_Central & Eastern Europe & Central Asia	MoM_net_new_quality_articles_about_East, Southeast Asia, & Pacific	MoM_net_new_quality_articles_about_North America	MoM_net_new_quality_articles_about_Northern & Western Europe	MoM_net_new_quality_articles_about_Middle East & North Africa	MoM_net_new_quality_articles_about_Sub-Saharan Africa	MoM_net_new_quality_articles_about_South Asia	MoM_net_new_quality_articles_about_UNCLASSED	underrepresented_regions_net_new_articles_sum	all_regions_net_new_articles_sum	%_of_new_articles_about_underrepresented_regions
2001-01-01	0	0	0				0.0	0.0		0	0	0	0	0	0	0	0											0.0	0.0	
2001-02-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-03-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-04-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-05-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-06-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-07-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-08-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-09-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-10-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-11-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2001-12-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-01-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-02-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-03-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-04-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-05-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-06-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-07-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-08-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-09-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-10-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-11-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2002-12-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-01-01	0	2	0	0.0	0.0	2.0	0.0	2.0	0.0	0	0	0	0	2	0	0	0		0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0		0.0	2.0	0.0
2003-02-01	0	1	0	0.0	0.0	-1.0	0.0	-1.0	0.0	0	0	0	0	2	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-03-01	0	1	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	0	0		0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0		0.0	-1.0	0.0
2003-04-01	0	0	0	0.0	0.0	-1.0	0.0	-1.0	0.0	0	0	0	0	1	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-05-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-06-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-07-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-08-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2003-09-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	1	1	0	0	0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.0	1.0	0.0
2003-10-01	0	0	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	0	0		0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0		0.0	-1.0	0.0
2003-11-01	0	1	0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	1	0	1	0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0		1.0	1.0	1.0
2003-12-01	0	1	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	1	0	1	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
2004-01-01	0	1	0	0.0	0.0	0.0	0.0	0.0		0	0	0	0	3	0	1	1		0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0		1.0	3.0	0.333333333
2004-02-01	0	1	0	0.0	0.0	0.0	0.0	0.0		1	0	3	0	3	0	2	1		1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0		5.0	5.0	1.0
2004-03-01	0	2	0	0.0	0.0	1.0	0.0	1.0	0.0	2	0	3	1	4	0	2	1		1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		1.0	3.0	0.333333333
2004-04-01	0	1	0	0.0	0.0	-1.0	0.0	-1.0	0.0	2	0	3	1	4	0	2	2		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		1.0	1.0	1.0
2004-05-01	6	77	0	6.0	0.0	76.0	6.0	82.0	0.073170732	15	26	31	35	49	8	21	9		13.0	26.0	28.0	34.0	45.0	8.0	19.0	7.0		75.0	180.0	0.416666667
2004-06-01	27	403	0	21.0	0.0	326.0	21.0	347.0	0.060518732	59	108	92	189	452	31	37	19		44.0	82.0	61.0	154.0	403.0	23.0	16.0	10.0		154.0	793.0	0.194199243
2004-07-01	45	555	0	18.0	0.0	152.0	18.0	170.0	0.105882353	71	165	124	254	625	38	44	26		12.0	57.0	32.0	65.0	173.0	7.0	7.0	7.0		65.0	360.0	0.180555556
2004-08-01	52	716	0	7.0	0.0	161.0	7.0	168.0	0.041666667	96	213	172	315	820	47	52	35		25.0	48.0	48.0	61.0	195.0	9.0	8.0	9.0		99.0	403.0	0.245657568
2004-09-01	77	893	0	25.0	0.0	177.0	25.0	202.0	0.123762376	116	270	223	369	1067	61	57	47		20.0	57.0	51.0	54.0	247.0	14.0	5.0	12.0		102.0	460.0	0.22173913
2004-10-01	102	1079	0	25.0	0.0	186.0	25.0	211.0	0.118483412	141	334	322	452	1270	66	68	58		25.0	64.0	99.0	83.0	203.0	5.0	11.0	11.0		151.0	501.0	0.301397206
2004-11-01	113	1302	0	11.0	0.0	223.0	11.0	234.0	0.047008547	164	398	370	529	1498	75	80	66		23.0	64.0	48.0	77.0	228.0	9.0	12.0	8.0		100.0	469.0	0.213219616
2004-12-01	128	1504	0	15.0	0.0	202.0	15.0	217.0	0.069124424	190	463	431	602	1681	78	96	84		26.0	65.0	61.0	73.0	183.0	3.0	16.0	18.0		124.0	445.0	0.278651685
2005-01-01	145	1770	0	17.0	0.0	266.0	17.0	283.0	0.060070671	219	577	479	673	1926	88	107	95		29.0	114.0	48.0	71.0	245.0	10.0	11.0	11.0		109.0	539.0	0.202226345
2005-02-01	175	1987	0	30.0	0.0	217.0	30.0	247.0	0.12145749	242	679	536	741	2163	108	133	108		23.0	102.0	57.0	68.0	237.0	20.0	26.0	13.0		139.0	546.0	0.254578755
2005-03-01	196	2309	0	21.0	0.0	322.0	21.0	343.0	0.06122449	284	790	628	820	2464	128	162	120		42.0	111.0	92.0	79.0	301.0	20.0	29.0	12.0		195.0	686.0	0.28425656
2005-04-01	237	2716	2	41.0	2.0	407.0	43.0	450.0	0.095555556	308	930	700	924	2806	155	179	133		24.0	140.0	72.0	104.0	342.0	27.0	17.0	13.0		153.0	739.0	0.207036536
2005-05-01	280	3125	2	43.0	0.0	409.0	43.0	452.0	0.095132743	340	1037	785	1062	3112	188	195	153		32.0	107.0	85.0	138.0	306.0	33.0	16.0	20.0		186.0	737.0	0.252374491
2005-06-01	345	3519	2	65.0	0.0	394.0	65.0	459.0	0.1416122	366	1167	894	1207	3474	232	224	192		26.0	130.0	109.0	145.0	362.0	44.0	29.0	39.0		247.0	884.0	0.279411765
2005-07-01	404	4004	3	59.0	1.0	485.0	60.0	545.0	0.110091743	411	1282	990	1344	3930	253	242	207		45.0	115.0	96.0	137.0	456.0	21.0	18.0	15.0		195.0	903.0	0.215946844
2005-08-01	504	4517	4	100.0	1.0	513.0	101.0	614.0	0.164495114	444	1445	1086	1526	4459	280	270	226		33.0	163.0	96.0	182.0	529.0	27.0	28.0	19.0		203.0	1077.0	0.188486537
2005-09-01	566	4987	6	62.0	2.0	470.0	64.0	534.0	0.119850187	500	1551	1181	1713	4960	314	301	246		56.0	106.0	95.0	187.0	501.0	34.0	31.0	20.0		236.0	1030.0	0.229126214
2005-10-01	628	5526	6	62.0	0.0	539.0	62.0	601.0	0.103161398	552	1732	1281	1904	5424	343	328	283		52.0	181.0	100.0	191.0	464.0	29.0	27.0	37.0		245.0	1081.0	0.226641998
2005-11-01	716	6153	7	88.0	1.0	627.0	89.0	716.0	0.124301676	612	1884	1385	2121	5882	371	358	307		60.0	152.0	104.0	217.0	458.0	28.0	30.0	24.0		246.0	1073.0	0.229263747
2005-12-01	819	6968	7	103.0	0.0	815.0	103.0	918.0	0.112200436	672	2032	1500	2396	6484	404	403	336		60.0	148.0	115.0	275.0	602.0	33.0	45.0	29.0		282.0	1307.0	0.215761285
2006-01-01	957	7924	7	138.0	0.0	956.0	138.0	1094.0	0.126142596	736	2253	1631	2671	7146	455	438	368		64.0	221.0	131.0	275.0	662.0	51.0	35.0	32.0		313.0	1471.0	0.212780421
2006-02-01	1129	8774	8	172.0	1.0	850.0	173.0	1023.0	0.169110459	801	2486	1803	2945	7777	505	468	388		65.0	233.0	172.0	274.0	631.0	50.0	30.0	20.0		337.0	1475.0	0.228474576
2006-03-01	1303	9893	10	174.0	2.0	1119.0	176.0	1295.0	0.135907336	892	2783	2000	3260	8569	575	499	433		91.0	297.0	197.0	315.0	792.0	70.0	31.0	45.0		434.0	1838.0	0.236126224
2006-04-01	1473	10985	8	170.0	-2.0	1092.0	168.0	1260.0	0.133333333	1011	3012	2175	3626	9255	638	561	482		119.0	229.0	175.0	366.0	686.0	63.0	62.0	49.0		468.0	1749.0	0.267581475
2006-05-01	1684	12255	8	211.0	0.0	1270.0	211.0	1481.0	0.142471303	1129	3334	2380	4024	10032	698	588	522		118.0	322.0	205.0	398.0	777.0	60.0	27.0	40.0		450.0	1947.0	0.231124807
2006-06-01	1884	13482	10	200.0	2.0	1227.0	202.0	1429.0	0.141357593	1267	3634	2526	4478	10866	759	634	550		138.0	300.0	146.0	454.0	834.0	61.0	46.0	28.0		419.0	2007.0	0.208769307
2006-07-01	2108	14913	10	224.0	0.0	1431.0	224.0	1655.0	0.135347432	1401	3933	2739	4881	11726	813	695	602		134.0	299.0	213.0	403.0	860.0	54.0	61.0	52.0		514.0	2076.0	0.247591522
2006-08-01	2379	16543	11	271.0	1.0	1630.0	272.0	1902.0	0.143007361	1548	4288	2938	5410	12758	868	759	660		147.0	355.0	199.0	529.0	1032.0	55.0	64.0	58.0		523.0	2439.0	0.214432144
2006-09-01	2631	18218	14	252.0	3.0	1675.0	255.0	1930.0	0.132124352	1730	4586	3165	5928	13700	919	807	734		182.0	298.0	227.0	518.0	942.0	51.0	48.0	74.0		582.0	2340.0	0.248717949
2006-10-01	2935	19780	17	304.0	3.0	1562.0	307.0	1869.0	0.164258962	1897	4885	3462	6426	14615	992	854	775		167.0	299.0	297.0	498.0	915.0	73.0	47.0	41.0		625.0	2337.0	0.267436885
2006-11-01	3256	21459	20	321.0	3.0	1679.0	324.0	2003.0	0.161757364	2039	5184	3701	6932	15398	1070	905	880		142.0	299.0	239.0	506.0	783.0	78.0	51.0	105.0		615.0	2203.0	0.279164775
2006-12-01	3627	23232	22	371.0	2.0	1773.0	373.0	2146.0	0.173811743	2200	5559	3963	7465	15705	1145	960	930		161.0	375.0	262.0	533.0	307.0	75.0	55.0	50.0		603.0	1818.0	0.331683168
2007-01-01	4025	25313	23	398.0	1.0	2081.0	399.0	2480.0	0.160887097	2389	5963	4279	8046	16767	1224	1029	979		189.0	404.0	316.0	581.0	1062.0	79.0	69.0	49.0		702.0	2749.0	0.255365587
2007-02-01	4423	27172	26	398.0	3.0	1859.0	401.0	2260.0	0.177433628	2539	6351	4540	8664	17760	1294	1139	1035		150.0	388.0	261.0	618.0	993.0	70.0	110.0	56.0		647.0	2646.0	0.24452003
2007-03-01	4817	29228	30	394.0	4.0	2056.0	398.0	2454.0	0.162184189	2711	6755	4826	9567	18977	1389	1198	1109		172.0	404.0	286.0	903.0	1217.0	95.0	59.0	74.0		686.0	3210.0	0.213707165
2007-04-01	5293	31344	36	476.0	6.0	2116.0	482.0	2598.0	0.185527329	2921	7261	5178	10315	20008	1487	1259	1196		210.0	506.0	352.0	748.0	1031.0	98.0	61.0	87.0		808.0	3093.0	0.261235047
2007-05-01	5697	33607	40	404.0	4.0	2263.0	408.0	2671.0	0.152751778	3137	7650	5486	10981	21302	1582	1345	1298		216.0	389.0	308.0	666.0	1294.0	95.0	86.0	102.0		807.0	3156.0	0.255703422
2007-06-01	6075	35753	43	378.0	3.0	2146.0	381.0	2527.0	0.150771666	3289	8053	5792	11749	22439	1685	1429	1366		152.0	403.0	306.0	768.0	1137.0	103.0	84.0	68.0		713.0	3021.0	0.236014565
2007-07-01	6546	38032	46	471.0	3.0	2279.0	474.0	2753.0	0.172175808	3517	8496	6112	12417	23554	1768	1498	1467		228.0	443.0	320.0	668.0	1115.0	83.0	69.0	101.0		801.0	3027.0	0.264618434
2007-08-01	7076	40436	52	530.0	6.0	2404.0	536.0	2940.0	0.182312925	3715	8989	6439	13159	25286	1843	1570	1531		198.0	493.0	327.0	742.0	1732.0	75.0	72.0	64.0		736.0	3703.0	0.198757764
2007-09-01	7572	43007	59	496.0	7.0	2571.0	503.0	3074.0	0.163630449	3921	9468	6794	13970	26555	1912	1636	1649		206.0	479.0	355.0	811.0	1269.0	69.0	66.0	118.0		814.0	3373.0	0.241328194
2007-10-01	8029	45770	63	457.0	4.0	2763.0	461.0	3224.0	0.142990074	4137	9966	7172	14979	27840	1999	1696	1734		216.0	498.0	378.0	1009.0	1285.0	87.0	60.0	85.0		826.0	3618.0	0.22830293
2007-11-01	8434	48437	69	405.0	6.0	2667.0	411.0	3078.0	0.133528265	4343	10483	7420	15677	29102	2086	1752	1815		206.0	517.0	248.0	698.0	1262.0	87.0	56.0	81.0		678.0	3155.0	0.214896989
2007-12-01	8900	51058	82	466.0	13.0	2621.0	479.0	3100.0	0.154516129	4528	10956	7774	16430	30372	2168	1840	1920		185.0	473.0	354.0	753.0	1270.0	82.0	88.0	105.0		814.0	3310.0	0.24592145
2008-01-01	9546	54267	85	646.0	3.0	3209.0	649.0	3858.0	0.168221877	4724	11522	8221	17169	32031	2265	1920	2035		196.0	566.0	447.0	739.0	1659.0	97.0	80.0	115.0		935.0	3899.0	0.239805078
2008-02-01	10083	57182	88	537.0	3.0	2915.0	540.0	3455.0	0.156295224	4960	12074	8601	17916	33555	2365	2000	2108		236.0	552.0	380.0	747.0	1524.0	100.0	80.0	73.0		869.0	3692.0	0.235373781
2008-03-01	10894	61263	99	811.0	11.0	4081.0	822.0	4903.0	0.167652458	5198	12556	9012	18690	35291	2452	2105	2208		238.0	482.0	411.0	774.0	1736.0	87.0	105.0	100.0		941.0	3933.0	0.239257564
2008-04-01	11590	64359	105	696.0	6.0	3096.0	702.0	3798.0	0.184834123	5426	13120	9389	19679	36973	2564	2198	2269		228.0	564.0	377.0	989.0	1682.0	112.0	93.0	61.0		871.0	4106.0	0.212128592
2008-05-01	12138	67488	113	548.0	8.0	3129.0	556.0	3685.0	0.150881954	5692	13680	9822	20329	38625	2649	2296	2354		266.0	560.0	433.0	650.0	1652.0	85.0	98.0	85.0		967.0	3829.0	0.252546357
2008-06-01	12676	70200	116	538.0	3.0	2712.0	541.0	3253.0	0.166308023	5930	14271	10225	21077	40178	2762	2364	2430		238.0	591.0	403.0	748.0	1553.0	113.0	68.0	76.0		898.0	3790.0	0.236939314
2008-07-01	13358	73360	128	682.0	12.0	3160.0	694.0	3854.0	0.180072652	6154	14856	10614	21877	41998	2878	2448	2522		224.0	585.0	389.0	800.0	1820.0	116.0	84.0	92.0		905.0	4110.0	0.220194647
2008-08-01	14036	76783	143	678.0	15.0	3423.0	693.0	4116.0	0.168367347	6404	15538	11031	22624	43778	2985	2520	2632		250.0	682.0	417.0	747.0	1780.0	107.0	72.0	110.0		956.0	4165.0	0.229531813
2008-09-01	14593	79799	152	557.0	9.0	3016.0	566.0	3582.0	0.158012284	6579	16085	11405	23345	45321	3075	2609	2722		175.0	547.0	374.0	721.0	1543.0	90.0	89.0	90.0		818.0	3629.0	0.225406448
2008-10-01	15258	82964	160	665.0	8.0	3165.0	673.0	3838.0	0.175351746	7551	16646	11818	23969	46812	3197	2687	2876		972.0	561.0	413.0	624.0	1491.0	122.0	78.0	154.0		1739.0	4415.0	0.393884485
2008-11-01	15860	86228	165	602.0	5.0	3264.0	607.0	3871.0	0.156807027	8039	17135	12224	24531	48325	3292	2772	3009		488.0	489.0	406.0	562.0	1513.0	95.0	85.0	133.0		1207.0	3771.0	0.320074251
2008-12-01	16524	90051	172	664.0	7.0	3823.0	671.0	4494.0	0.149310191	8255	17686	12621	25285	50006	3397	2853	3115		216.0	551.0	397.0	754.0	1681.0	105.0	81.0	106.0		905.0	3891.0	0.232588024
2009-01-01	17224	93977	171	700.0	-1.0	3926.0	699.0	4625.0	0.151135135	8518	18336	13071	26018	51741	3513	2946	3271		263.0	650.0	450.0	733.0	1735.0	116.0	93.0	156.0		1078.0	4196.0	0.256911344
2009-02-01	17873	97219	176	649.0	5.0	3242.0	654.0	3896.0	0.167864476	8746	18907	13541	26641	53275	3652	3028	3376		228.0	571.0	470.0	623.0	1534.0	139.0	82.0	105.0		1024.0	3752.0	0.272921109
2009-03-01	18405	100770	183	532.0	7.0	3551.0	539.0	4090.0	0.131784841	9037	19529	14119	27429	55129	3795	3255	3539		291.0	622.0	578.0	788.0	1854.0	143.0	227.0	163.0		1402.0	4666.0	0.300471496
2009-04-01	19007	104158	190	602.0	7.0	3388.0	609.0	3997.0	0.152364273	9305	20144	14646	28115	56893	3906	3354	3639		268.0	615.0	527.0	686.0	1764.0	111.0	99.0	100.0		1105.0	4170.0	0.26498801
2009-05-01	19645	107717	196	638.0	6.0	3559.0	644.0	4203.0	0.153223888	9564	20845	15173	28913	58831	4059	3462	3795		259.0	701.0	527.0	798.0	1938.0	153.0	108.0	156.0		1203.0	4640.0	0.259267241
2009-06-01	20446	111325	201	801.0	5.0	3608.0	806.0	4414.0	0.182600816	9851	21639	15627	29640	60646	4170	3582	3921		287.0	794.0	454.0	727.0	1815.0	111.0	120.0	126.0		1098.0	4434.0	0.247631935
2009-07-01	21157	115007	214	711.0	13.0	3682.0	724.0	4406.0	0.16432138	10111	22396	16064	30355	62598	4316	3692	4013		260.0	757.0	437.0	715.0	1952.0	146.0	110.0	92.0		1045.0	4469.0	0.233833072
2009-08-01	21899	119320	219	742.0	5.0	4313.0	747.0	5060.0	0.147628458	10366	23214	16539	31032	64476	4449	3760	4133		255.0	818.0	475.0	677.0	1878.0	133.0	68.0	120.0		1051.0	4424.0	0.237567812
2009-09-01	22659	123270	223	760.0	4.0	3950.0	764.0	4714.0	0.162070429	10592	24005	16959	31650	66160	4577	3834	4230		226.0	791.0	420.0	618.0	1684.0	128.0	74.0	97.0		945.0	4038.0	0.234026746
2009-10-01	23465	127224	236	806.0	13.0	3954.0	819.0	4773.0	0.171590195	10831	24768	17400	32385	68002	4700	3919	4363		239.0	763.0	441.0	735.0	1842.0	123.0	85.0	133.0		1021.0	4361.0	0.234120615
2009-11-01	24195	131393	237	730.0	1.0	4169.0	731.0	4900.0	0.149183673	11050	25495	17768	33198	69792	4811	4021	4501		219.0	727.0	368.0	813.0	1790.0	111.0	102.0	138.0		938.0	4268.0	0.21977507
2009-12-01	24927	135295	251	732.0	14.0	3902.0	746.0	4648.0	0.160499139	11274	26202	18209	33780	71471	4932	4182	4619		224.0	707.0	441.0	582.0	1679.0	121.0	161.0	118.0		1065.0	4033.0	0.264071411
2010-01-01	25866	139995	258	939.0	7.0	4700.0	946.0	5646.0	0.167552249	11607	27026	18739	34541	73814	5076	4291	4756		333.0	824.0	530.0	761.0	2343.0	144.0	109.0	137.0		1253.0	5181.0	0.241845204
2010-02-01	26730	144289	275	864.0	17.0	4294.0	881.0	5175.0	0.170241546	11906	27847	19187	35261	75758	5198	4396	4860		299.0	821.0	448.0	720.0	1944.0	122.0	105.0	104.0		1078.0	4563.0	0.236248082
2010-03-01	27647	148879	281	917.0	6.0	4590.0	923.0	5513.0	0.167422456	12203	28776	19672	36133	77514	5318	4509	4994		297.0	929.0	485.0	872.0	1756.0	120.0	113.0	134.0		1149.0	4706.0	0.244156396
2010-04-01	28559	153152	293	912.0	12.0	4273.0	924.0	5197.0	0.177794882	12550	29683	20159	36892	79339	5457	4614	5153		347.0	907.0	487.0	759.0	1825.0	139.0	105.0	159.0		1237.0	4728.0	0.261632826
2010-05-01	29395	157688	297	836.0	4.0	4536.0	840.0	5376.0	0.15625	12818	30570	20683	37608	81427	5583	4716	5299		268.0	887.0	524.0	716.0	2088.0	126.0	102.0	146.0		1166.0	4857.0	0.240065884
2010-06-01	30229	161966	303	834.0	6.0	4278.0	840.0	5118.0	0.164126612	13051	31423	21108	38300	83298	5695	4872	5443		233.0	853.0	425.0	692.0	1871.0	112.0	156.0	144.0		1070.0	4486.0	0.23851984
2010-07-01	31131	166591	310	902.0	7.0	4625.0	909.0	5534.0	0.164257318	13332	32296	21557	39120	85808	5831	4944	5541		281.0	873.0	449.0	820.0	2510.0	136.0	72.0	98.0		1036.0	5239.0	0.197747662
2010-08-01	31958	171232	319	827.0	9.0	4641.0	836.0	5477.0	0.152638306	13600	33111	22079	39920	88713	5951	5032	5666		268.0	815.0	522.0	800.0	2905.0	120.0	88.0	125.0		1123.0	5643.0	0.19900762
2010-09-01	32943	176152	326	985.0	7.0	4920.0	992.0	5912.0	0.167794317	13863	34203	22646	40645	90734	6102	5126	5777		263.0	1092.0	567.0	725.0	2021.0	151.0	94.0	111.0		1186.0	5024.0	0.236066879
2010-10-01	33901	181218	340	958.0	14.0	5066.0	972.0	6038.0	0.160980457	14211	35184	23384	41373	93115	6219	5218	5908		348.0	981.0	738.0	728.0	2381.0	117.0	92.0	131.0		1426.0	5516.0	0.258520667
2010-11-01	34798	186102	350	897.0	10.0	4884.0	907.0	5791.0	0.156622345	14545	36282	24282	42017	95849	6365	5353	6037		334.0	1098.0	898.0	644.0	2734.0	146.0	135.0	129.0		1642.0	6118.0	0.268388362
2010-12-01	35722	190510	353	924.0	3.0	4408.0	927.0	5335.0	0.173758201	14855	37369	24986	42766	98031	6573	5458	6140		310.0	1087.0	704.0	749.0	2182.0	208.0	105.0	103.0		1430.0	5448.0	0.262481645
2011-01-01	36735	195699	361	1013.0	8.0	5189.0	1021.0	6210.0	0.164412238	15159	38190	25600	43527	100544	6744	5593	6241		304.0	821.0	614.0	761.0	2513.0	171.0	135.0	101.0		1325.0	5420.0	0.244464945
2011-02-01	37711	200663	369	976.0	8.0	4964.0	984.0	5948.0	0.165433759	15427	39286	26140	44234	102842	6972	5712	6369		268.0	1096.0	540.0	707.0	2298.0	228.0	119.0	128.0		1283.0	5384.0	0.238298663
2011-03-01	38747	205472	375	1036.0	6.0	4809.0	1042.0	5851.0	0.178089216	15723	40337	26871	45073	107884	7208	5798	6439		296.0	1051.0	731.0	839.0	5042.0	236.0	86.0	70.0		1419.0	8351.0	0.16991977
2011-04-01	39707	210564	387	960.0	12.0	5092.0	972.0	6064.0	0.160290237	16102	41215	27482	45995	153878	7405	5887	6594		379.0	878.0	611.0	922.0	45994.0	197.0	89.0	155.0		1431.0	49225.0	0.029070594
2011-05-01	40610	215170	398	903.0	11.0	4606.0	914.0	5520.0	0.16557971	16661	42068	28033	46835	166918	7537	6055	6723		559.0	853.0	551.0	840.0	13040.0	132.0	168.0	129.0		1539.0	16272.0	0.094579646
2011-06-01	41690	219930	407	1080.0	9.0	4760.0	1089.0	5849.0	0.186185673	16961	43039	28433	47641	171063	7669	6170	6861		300.0	971.0	400.0	806.0	4145.0	132.0	115.0	138.0		1085.0	7007.0	0.154845155
